cik,ni,ocf,rev,cogs,at,at_prev,se,fyear
1108236,4361000.0,8983000.0,,,617754000.0,592753000.0,89647000.0,2014
1108320,-3878000.0,,228577000.0,209623000.0,88663000.0,92828000.0,25790000.0,2014
1108426,116254000.0,414876000.0,,,5790237000.0,5426858000.0,1721546000.0,2014
1108524,-262688000.0,1181444000.0,5373586000.0,,10654053000.0,9152930000.0,3975183000.0,2014
1108645,-5285366.0,-1242926.0,16080914.0,,16092283.0,23225051.0,-126723.0,2014
1108827,784400000.0,,,,9286800000.0,9408900000.0,4075300000.0,2014
1108967,-2801000.0,,76045000.0,47494000.0,93054000.0,99160000.0,65970000.0,2014
1109116,27122000.0,,242038000.0,2993000.0,527767000.0,538237000.0,145558000.0,2014
1109138,3337000.0,5953000.0,88313000.0,47294000.0,96511000.0,91850000.0,65732000.0,2014
1109153,-8874000.0,,,,3069000.0,5558000.0,-11071000.0,2014
1109189,-8341000.0,224536000.0,,,1597177000.0,1543339000.0,342653000.0,2014
1109196,-7917853.0,-7662019.0,314175.0,,8804864.0,437434.0,4000713.0,2014
1109242,49761000.0,25467000.0,,,4232443000.0,3054379000.0,453387000.0,2014
1109345,18652000.0,33543000.0,120618000.0,57005000.0,173279000.0,162277000.0,143582000.0,2014
1109354,56700000.0,,1808900000.0,1045600000.0,1864800000.0,1988300000.0,765900000.0,2014
1109357,,4457000000.0,27429000000.0,,86416000000.0,79924000000.0,22608000000.0,2014
1109448,563861000.0,,3007792000.0,,7378453000.0,7385851000.0,,2014
1109546,357000.0,8776000.0,,,1099610000.0,996583000.0,119281000.0,2014
1110361,113018.0,-22255.0,794461.0,401907.0,2663580.0,2463390.0,2491840.0,2014
1110482,-30491.0,-6939.0,,,851.0,3390.0,-233755.0,2014
1110607,-5803000.0,,28630000.0,18610000.0,34720000.0,38302000.0,24966000.0,2014
1110646,766628000.0,,2011482000.0,525665000.0,4892285000.0,4054765000.0,3769839000.0,2014
1110647,-56692000.0,-46253000.0,341276000.0,,297412000.0,448146000.0,175236000.0,2014
1110783,2740000000.0,3054000000.0,,,23374000000.0,24077000000.0,7410000000.0,2014
1110795,,,,,9853068000.0,10379935000.0,,2014
1110803,353351000.0,501271000.0,,563648000.0,3339640000.0,3019006000.0,1462798000.0,2014
1110805,210773000.0,518523000.0,282900000.0,,4918796000.0,5032186000.0,,2014
1111335,-295000000.0,284000000.0,,,5323000000.0,6027000000.0,865000000.0,2014
1111473,,,,,,283539.0,,2014
1111665,-1731000.0,,,,334081000.0,321455000.0,112846000.0,2014
1111711,530000000.0,1319600000.0,5272400000.0,2372900000.0,24589800000.0,22653900000.0,6175300000.0,2014
1111741,-6528058.0,-4954578.0,1476188.0,,5266865.0,6142378.0,2001963.0,2014
1111863,-16853000.0,50076000.0,,,515364000.0,512000000.0,356862000.0,2014
1111928,200445000.0,180105000.0,,353314000.0,1210887000.0,1061216000.0,1046561000.0,2014
1112372,-79964.0,63978.0,425487.0,,589174.0,590288.0,,2014
1112412,-840255000.0,,,,734576000.0,1524842000.0,,2014
1112920,3026000.0,8463000.0,26770000.0,1018000.0,38387000.0,33092000.0,20328000.0,2014
1112985,-4702198.0,-1068571.0,,,1603951.0,7240073.0,1490109.0,2014
1113148,-17416000.0,,,,369144000.0,230710000.0,209472000.0,2014
1113169,1229600000.0,1343900000.0,,,5644400000.0,5033100000.0,5395200000.0,2014
1113232,,,,,227654000.0,233549000.0,161856000.0,2014
1113256,249000000.0,215000000.0,,,2346000000.0,2497000000.0,-603000000.0,2014
1113313,54920.0,-28045.0,,,1876.0,321.0,-2341727.0,2014
1113481,-32210000.0,67314000.0,1300000.0,,1885705000.0,1741282000.0,920565000.0,2014
1113513,-7338417.0,-4762510.0,879086.0,475486.0,1421866.0,1432919.0,-31730880.0,2014
1113809,14362000.0,34884000.0,392354000.0,,212054000.0,195611000.0,97625000.0,2014
1114208,-673311.0,68117.0,6501353.0,4438736.0,564246.0,790598.0,-2269974.0,2014
1114220,-111518000.0,,10825000.0,,103628000.0,60766000.0,73484000.0,2014
1114483,55458000.0,81276000.0,,,955122000.0,889629000.0,613362000.0,2014
1114925,-933000.0,,,22261000.0,29744000.0,29513000.0,19897000.0,2014
1114927,5870000.0,,,,957884000.0,897669000.0,92051000.0,2014
1114936,-3872371.0,-636024.0,,,,,,2014
1114995,297000.0,,,,,,-76471000.0,2014
1115055,70471167.0,95058155.0,,,6018247797.0,5563775857.0,802693381.0,2014
1115128,-23444000.0,,221761000.0,86186000.0,331807000.0,134236000.0,276888000.0,2014
1115222,294400000.0,315500000.0,1584500000.0,,1986200000.0,1890300000.0,-1203300000.0,2014
1115836,,51336000.0,585715000.0,,1655223000.0,1879866000.0,761186000.0,2014
1115975,-65032.0,,,,,2636.0,-521551.0,2014
1116112,,,,,,3547.0,,2014
1116132,402400000.0,937400000.0,,1283000000.0,3617200000.0,3543817000.0,2518000000.0,2014
1116463,-4614000.0,,106464000.0,,189633000.0,184245000.0,158701000.0,2014
1116521,,40000000.0,,1872000000.0,7148000000.0,7589000000.0,,2014
1116927,,,,,,23415178.0,,2014
1116942,14693000.0,,,,1601289000.0,1673575000.0,715464000.0,2014
1117045,-868727.0,-142409.0,,,195408.0,92365.0,-4136585.0,2014
1117057,4406122.0,11385454.0,217553660.0,179591460.0,336541719.0,303046312.0,209766453.0,2014
1117095,-677000.0,-367000.0,,,8920000.0,9531000.0,8736000.0,2014
1117106,-100037000.0,74920000.0,556284000.0,176810000.0,922239000.0,772399000.0,234234000.0,2014
1117171,37775916.0,-29299087.0,,113454395.0,44502038.0,343372436.0,12915298.0,2014
1117228,,,,,27715.0,30342.0,-226714.0,2014
1117297,-146404000.0,,282549000.0,241907000.0,260247000.0,373221000.0,138848000.0,2014
1117480,-59312000.0,-47077000.0,4040000.0,,291878000.0,113387000.0,274636000.0,2014
1117733,-15907000.0,1032000.0,132054000.0,85016000.0,122485000.0,141201000.0,70185000.0,2014
1118037,151000.0,,,,11437000.0,8658000.0,5554000.0,2014
1118072,-26946.0,-6940.0,,,752.0,2892.0,-174083.0,2014
1118233,-31803.0,-8455.0,,,221.0,3676.0,-211701.0,2014
1118237,7315000.0,,,,1278657000.0,1222682000.0,134536000.0,2014
1118384,-3616406.0,,,,11528418.0,19186117.0,,2014
1118417,-20881000.0,,81756000.0,37744000.0,126889000.0,132641000.0,87188000.0,2014
1118974,58918.0,166335.0,2354835.0,,2627771.0,3197384.0,546823.0,2014
1119083,5483000.0,,25020000.0,9950000.0,30347000.0,29624000.0,22411000.0,2014
1119643,-2532985.0,-148129.0,,,387256.0,129361.0,-3594761.0,2014
1119744,,,,,,10735000.0,,2014
1119769,-76479000.0,-32279000.0,371112000.0,286670000.0,341873000.0,365971000.0,104552000.0,2014
1119774,-11094000.0,-11148000.0,12367000.0,3344000.0,114986000.0,56711000.0,106116000.0,2014
1119807,-356437.0,,,,,185541.0,-1446286.0,2014
1119897,-29031.0,-6989.0,,,774.0,2863.0,150148.0,2014
1120129,,,,,,2500.0,,2014
1120193,414000000.0,,3500000000.0,1433000000.0,12071000000.0,12563000000.0,5793000000.0,2014
1120295,-41592000.0,38071000.0,,,868791000.0,887723000.0,481091000.0,2014
1120370,,,,,146617000.0,163694000.0,88380000.0,2014
1120914,18462000.0,27089000.0,100163000.0,39714000.0,177438000.0,151164000.0,161823000.0,2014
1120970,-9638773.0,-2420705.0,25583361.0,,46455872.0,43999996.0,22241100.0,2014
1121484,179003000.0,438036000.0,1819609000.0,,1806167000.0,2008859000.0,1340657000.0,2014
1121702,-29534000.0,-24536000.0,2800000.0,,23135000.0,26738000.0,18796000.0,2014
1121745,-1416400.0,,,,1135800.0,2135300.0,,2014
1121783,,,,,,398655000.0,,2014
1121788,364211000.0,,,,4693303000.0,4879603000.0,3403367000.0,2014
1121793,230900.0,-425100.0,61711400.0,51181500.0,21731100.0,14001500.0,2181700.0,2014
1122020,-1447820.0,-904467.0,2901113.0,,701039.0,413373.0,-1426744.0,2014
1122051,,,,,,,-21195000.0,2014
1122063,515518.0,,16932031.0,12521182.0,,,,2014
1122108,,,,,,355709.0,,2014
1122130,-1096714.0,,1515733.0,476464.0,3086807.0,3335086.0,-23306.0,2014
1122304,2041000000.0,3373000000.0,58003000000.0,,53402100000.0,49764800000.0,14482600000.0,2014
1122342,14508000.0,,85987000.0,51770000.0,105173000.0,100565000.0,86260000.0,2014
1122388,14823000.0,40598000.0,161537000.0,46283000.0,290120000.0,229603000.0,252884000.0,2014
1122897,1794000.0,,,,300908000.0,235836000.0,173834000.0,2014
1122904,8788000.0,108964000.0,,,1048687000.0,1093930000.0,721565000.0,2014
1122976,79200000.0,208400000.0,3835500000.0,,2666300000.0,2896600000.0,776300000.0,2014
1122991,-8715026.0,-198432.0,3046691.0,,987681.0,256732.0,-491305.0,2014
1123270,14665000.0,23979000.0,,,2328446000.0,2347349000.0,280717000.0,2014
1123312,136935085.0,68077311.0,,,2480030368.0,2350835926.0,2421780781.0,2014
1123316,154741.0,3498081.0,,,36077791.0,37606588.0,4139202.0,2014
1123360,278040000.0,429877000.0,2773718000.0,,4541587000.0,3981564000.0,894665000.0,2014
1123494,2355000.0,4351000.0,108663000.0,,135916000.0,135460000.0,95468000.0,2014
1123596,511946.0,499569.0,2534590.0,,3673892.0,3773228.0,3003588.0,2014
1123735,5383000.0,,,,343012000.0,348971000.0,28576000.0,2014
1123852,404915000.0,1112097000.0,4988525000.0,,15987316000.0,14694895000.0,4703173000.0,2014
1123979,,,27662000.0,,38161000.0,41614000.0,23558000.0,2014
1124024,,,,,,125112000.0,,2014
1124105,-6613000.0,,275000.0,,2981000.0,5274191.0,-109352000.0,2014
1124127,-3087788.0,1173718.0,7725558.0,7135999.0,15247094.0,19085590.0,1568132.0,2014
1124140,,,,4325000.0,312824000.0,146627000.0,288984000.0,2014
1124160,-236748.0,-64621.0,1271427.0,70875.0,1837540.0,2251633.0,1545064.0,2014
1124198,,642574000.0,21531577000.0,,8194429000.0,8323850000.0,3110871000.0,2014
1124524,-7026913.0,,,2766391.0,1866582.0,1650957.0,-1117633.0,2014
1124608,-13699362.0,-14300075.0,,437865.0,13445084.0,18058235.0,-1170107.0,2014
1124610,886000000.0,2180000000.0,6035000000.0,,15216000000.0,12327000000.0,7581000000.0,2014
1124804,-66453000.0,,1377873000.0,831889000.0,2464330000.0,2619663000.0,1284220000.0,2014
1124827,-203220000.0,,,,1973952000.0,2076485000.0,488405000.0,2014
1124941,53846000.0,55497000.0,2326905000.0,,1384811000.0,1348743000.0,829794000.0,2014
1125259,,,,,39448000000.0,,24204000000.0,2014
1125264,5370000.0,5350000.0,9188000.0,,20971000.0,25979000.0,,2014
1125280,,,,,,3213664.0,,2014
1125345,-38313000.0,,47797000.0,,173886000.0,125782000.0,121286000.0,2014
1125376,35950000.0,84880000.0,,,493916000.0,760315000.0,258851000.0,2014
1125699,-1772366.0,-1313400.0,,,2872809.0,705171.0,136412.0,2014
1125914,,,,,,310971000.0,,2014
1125920,-7860000.0,166488000.0,,452720000.0,1332278000.0,1266142000.0,757806000.0,2014
1126003,,-350813.0,0.0,,508550.0,2073342.0,-3460610.0,2014
1126115,-22768.0,-8163.0,,,1516.0,1449.0,-137870.0,2014
1126162,,,,,,1019762.0,,2014
1126216,,,,,,124981239.0,,2014
1126234,96017000.0,,172592000.0,,231221000.0,70557000.0,196936000.0,2014
1126294,,237000000.0,3090000000.0,,5914000000.0,5734000000.0,,2014
1126328,1144100000.0,,10477600000.0,,219087000000.0,208191400000.0,10184000000.0,2014
1126703,,,,,,2903930.0,,2014
1126741,-4978000.0,1121000.0,,28375000.0,111944000.0,144734000.0,,2014
1126956,84600000.0,122600000.0,1627200000.0,,5288500000.0,3206730000.0,1533500000.0,2014
1126975,,1107301000.0,2360352000.0,,5501409000.0,4803307000.0,,2014
1127160,3346000.0,,,,679263000.0,661807000.0,52655000.0,2014
1127245,2188060.0,56729.0,,,15609911.0,13433675.0,,2014
1127371,5294000.0,,,,1192183000.0,1145635000.0,131045000.0,2014
1127475,-739534.0,-382066.0,,,146120.0,82411.0,-2106340.0,2014
1127703,196565000.0,96002000.0,852326000.0,,5169160000.0,5150099000.0,2157944000.0,2014
1127993,-653428.0,-53331.0,1497813.0,589176.0,5713556.0,5854062.0,-613888.0,2014
1128189,-168479.0,-229248.0,0.0,,5814.0,24645.0,-428329.0,2014
1128227,2249000.0,1713000.0,,,325867000.0,209657000.0,30536000.0,2014
1128281,133747.0,,,,6705944.0,6909769.0,3190246.0,2014
1128353,-1290499.0,-423919.0,,,375360.0,522975.0,-5608858.0,2014
1128361,88615000.0,135529000.0,,,7140330000.0,6475199000.0,882773000.0,2014
1128725,-18795000.0,-10419000.0,76228000.0,56123000.0,121639000.0,60690000.0,36011000.0,2014
1128790,-2119472.0,,,,613603.0,693420.0,-8492910.0,2014
1128928,175739000.0,,,,2408974000.0,2504014000.0,1123044000.0,2014
1129048,-1939423.0,-121261.0,,,813390.0,828176.0,-1323069.0,2014
1129096,-95213.0,-42210.0,,,5750.0,4063.0,-256737.0,2014
1129155,8914000.0,,,,103823000.0,102553000.0,83494000.0,2014
1129260,-28297000.0,-4692000.0,,,159628000.0,173107000.0,109712000.0,2014
1129542,148400000.0,337500000.0,,,4409300000.0,4135300000.0,1478500000.0,2014
1129633,-213200000.0,,1666900000.0,,21745900000.0,21641100000.0,326600000.0,2014
1130144,15240000.0,28544000.0,,,1637320000.0,1410249000.0,187091000.0,2014
1130166,-19387000.0,,,,29387000.0,35520000.0,21688000.0,2014
1130310,611000000.0,,9226000000.0,,23150000000.0,21870000000.0,4548000000.0,2014
1130385,,,,,,2740272000.0,,2014
1130464,,315317000.0,,,4245902000.0,3837936000.0,1353884000.0,2014
1130591,-49333000.0,-32696000.0,46868000.0,,123061000.0,78541000.0,91140000.0,2014
1130598,-63682000.0,,800000.0,,47337000.0,105153000.0,22748000.0,2014
1130713,8854000.0,,,,376865000.0,315636000.0,129238000.0,2014
1130758,,916405.0,958246.0,,17194455.0,17878981.0,,2014
1130808,-42588.0,-24013.0,,,18136.0,22149.0,-179457.0,2014
1130866,,,,,,656488000.0,,2014
1130889,-26357.0,-6549.0,,,1138.0,3387.0,-162960.0,2014
1131089,-419741.0,-24890.0,,,20776.0,73420.0,-5088171.0,2014
1131096,-3100000.0,149100000.0,752600000.0,,930620000.0,796396000.0,475123000.0,2014
1131227,88525000.0,,634793000.0,,2860935000.0,2834280000.0,1370765000.0,2014
1131312,-6756000.0,,,,11880000.0,14939000.0,10520000.0,2014
1131324,,,275706000.0,,185921000.0,177034000.0,145513000.0,2014
1131543,,,,,,73948000.0,,2014
1131554,38895000.0,87321000.0,307301000.0,,862822000.0,527019000.0,463464000.0,2014
1131675,2080403.0,-2116513.0,91019508.0,67684020.0,36305547.0,27932480.0,4907646.0,2014
1131903,-4624524.0,-710287.0,,,296919.0,6340885.0,-74262.0,2014
1132105,13784000.0,,,,270723000.0,224229000.0,-31332000.0,2014
1132143,,,,,,6695000.0,,2014
1132509,-88663.0,-42542.0,0.0,,0.0,117.0,-539775.0,2014
1132651,15251207.0,19508156.0,,,1301030717.0,1233084160.0,154674418.0,2014
1133062,-335193.0,-1400088.0,,,16621478.0,5447535.0,2915014.0,2014
1133116,-193826.0,5252.0,,,19857.0,30847.0,-1172051.0,2014
1133266,,,,,,0.0,,2014
1133311,13062000.0,-1587000.0,,,93307000.0,114802000.0,35827000.0,2014
1133416,-15788000.0,,,,29677000.0,10713000.0,21195000.0,2014
1133421,2069000000.0,2593000000.0,,,26572000000.0,26381000000.0,7235000000.0,2014
1133470,97000.0,,,,290095000.0,241995000.0,,2014
1133798,341300.0,,,,3498029.0,2870536.0,-910693.0,2014
1133818,-4519000.0,,0.0,,15477978.0,5078831.0,14917000.0,2014
1133869,-6216592.0,,4786700.0,,13632072.0,5537907.0,-6248723.0,2014
1134016,,,,,,1806000000.0,,2014
1134115,-7767096.0,-6843578.0,,,69004700.0,69464877.0,53155530.0,2014
1134765,-8116603.0,-6649706.0,,,7835054.0,9977447.0,80245.0,2014
1134982,-39709.0,-45974.0,,,2966.0,2010.0,-148938.0,2014
1135017,,,,,,4092000000.0,,2014
1135152,699900000.0,,,,7172100000.0,6605600000.0,2456300000.0,2014
1135185,,273145000.0,1799198000.0,,4007277000.0,3718259000.0,1417795000.0,2014
1135202,-2854043.0,-1222956.0,,,2761259.0,2343339.0,1700676.0,2014
1135361,-50000000.0,-16000000.0,648000000.0,,2221000000.0,2264000000.0,690000000.0,2014
1135657,-7142382.0,-11552968.0,834482.0,4303784.0,42050425.0,9276125.0,7981219.0,2014
1135906,-41844000.0,,,,51376000.0,6794000.0,32401000.0,2014
1135971,242000000.0,854000000.0,4878000000.0,,15589000000.0,14778000000.0,4322000000.0,2014
1136174,-27346000.0,-5273000.0,,,2352000.0,2623000.0,-41224000.0,2014
1136294,-47235000.0,-10568000.0,538545000.0,447715000.0,361643000.0,367398000.0,212818000.0,2014
1136352,56400000.0,283000000.0,3931300000.0,3165300000.0,8461400000.0,8523200000.0,,2014
1136529,,,,,,1577903.0,,2014
1136711,2435039.0,-781293.0,100534.0,,165954.0,339396.0,824006.0,2014
1136869,720300000.0,,,,9658000000.0,9595000000.0,6549900000.0,2014
1136893,679000000.0,1165000000.0,,,14520500000.0,13960100000.0,6556700000.0,2014
1136933,,,,,,2412410.0,,2014
1137005,-29998421.0,-144278.0,,,12977.0,83628.0,-467237.0,2014
1137083,,,,,,377983575.0,,2014
1137091,21477000.0,-15094000.0,347580000.0,,266945000.0,126619000.0,86483000.0,2014
1137204,,,,,,72948355.0,,2014
1137411,,660000000.0,,,7140000000.0,7093000000.0,1864000000.0,2014
1137547,6216000.0,9002000.0,,,663169000.0,635929000.0,82826000.0,2014
1137774,1381000000.0,19396000000.0,54105000000.0,,766655000000.0,731781000000.0,41770000000.0,2014
1137789,,,,,10814000000.0,8890000000.0,3715000000.0,2014
1137855,-2202644.0,-681499.0,0.0,,481964.0,1926412.0,-2217875.0,2014
1137861,-259683000.0,-116002000.0,,,892676000.0,1007451000.0,278803000.0,2014
1137883,-9246000.0,-4487000.0,,,9911000.0,4726000.0,6675000.0,2014
1138118,484503000.0,,9049918000.0,,7568010000.0,6998414000.0,2259830000.0,2014
1138476,1961918.0,1870984.0,9462995.0,,5158589.0,3036950.0,4625034.0,2014
1138639,13659000.0,35963000.0,668079000.0,379775000.0,818016000.0,700926000.0,481907000.0,2014
1138723,-35448000.0,,,226619000.0,467565000.0,485203000.0,,2014
1138724,-771674.0,-1962320.0,28416.0,,171742.0,1066715.0,-2080431.0,2014
1138776,-18433000.0,,,,34280000.0,23087000.0,29662000.0,2014
1138817,2417000.0,2718000.0,,,1070244000.0,977574000.0,89980000.0,2014
1138951,-218772000.0,-64553000.0,,,351789000.0,511072000.0,281767000.0,2014
1138978,-1033532.0,,,,22592.0,357719.0,-625670.0,2014
1139614,-2945972.0,-1469807.0,,,81318.0,189731.0,-1177448.0,2014
1139812,86101000.0,,,,14602099000.0,9641427000.0,2026851000.0,2014
1139822,-1226897.0,,29629.0,,127975.0,238723.0,405365.0,2014
1140098,-34748945.0,,,62436.0,5737484.0,3907919.0,-2735545.0,2014
1140102,9125754.0,7758143.0,,,28200762.0,23748696.0,18764187.0,2014
1140184,,,,,,960602000.0,,2014
1140215,-754000.0,1016000.0,,,17100000.0,14749000.0,3652000.0,2014
1140310,-9513300.0,-5686482.0,,,27744006.0,10871567.0,20398509.0,2014
1140414,-2355629.0,-1822529.0,,,4952545.0,4216976.0,-3587648.0,2014
1140536,362000000.0,477000000.0,3802000000.0,,15421000000.0,14800000000.0,1985000000.0,2014
1140859,274230000.0,1464654000.0,119569127000.0,,24904916000.0,19796095000.0,1768346000.0,2014
1141103,-31783000.0,-4072000.0,,,325133000.0,248245000.0,129878000.0,2014
1141107,327211000.0,,,,4365645000.0,4322007000.0,1690761000.0,2014
1141197,-32573000.0,-4867000.0,,,41740000.0,25801000.0,-1423000.0,2014
1141240,-6546000.0,-7419000.0,603000.0,483000.0,12284000.0,4103000.0,,2014
1141391,,3407000000.0,9473000000.0,,15329000000.0,14242000000.0,6790000000.0,2014
1141615,,154641.0,384736.0,,907168.0,671191.0,,2014
1141673,,,,,,1695018.0,,2014
1141688,8049000.0,,,,863470000.0,828755000.0,71645000.0,2014
1141788,176641.0,,,,1576889.0,2268327.0,772005.0,2014
1141807,4356000.0,16920000.0,,,956779000.0,742325000.0,87110000.0,2014
1142129,-12092.0,2908.0,0.0,,2437.0,1296.0,-673391.0,2014
1142412,16084000.0,,,,189264000.0,174749000.0,-58509000.0,2014
1142417,64550000.0,,,,1414102000.0,1163722000.0,52537000.0,2014
1142512,,,,,,20184000.0,,2014
1142596,-16720000.0,,,,1341571000.0,1179568000.0,640048000.0,2014
1142701,-5429000.0,,103266000.0,41566000.0,206148000.0,208302000.0,101713000.0,2014
1142750,33217000.0,27678000.0,1036027000.0,719910000.0,680731000.0,604288000.0,256581000.0,2014
1142790,-5088956.0,-1844519.0,,,2321256.0,1665337.0,751626.0,2014
1142801,-66595.0,-82123.0,,,9030.0,12842.0,-164919.0,2014
1143068,242800000.0,698200000.0,,,10453400000.0,9770200000.0,3625100000.0,2014
1143155,9329000.0,13365000.0,,,1988606000.0,1950272000.0,196997000.0,2014
1143238,-61763070.0,-2311909.0,39250.0,,2215398.0,535742.0,-3780086.0,2014
1143908,3122021000.0,3486085000.0,31874678000.0,22190212000.0,17630033000.0,16515938000.0,5798811000.0,2014
1143921,,,,,,2119557000.0,,2014
1144215,175800000.0,233100000.0,,,2206100000.0,1966200000.0,1210700000.0,2014
1144354,33879000.0,92997000.0,,,1378465000.0,890757000.0,250760000.0,2014
1144519,515000000.0,1399000000.0,,,21425000000.0,26781000000.0,8446000000.0,2014
1144945,,,,,,3125670000.0,,2014
1144967,1592600000.0,,4798700000.0,,,,,2014
1144980,111600000.0,84200000.0,5867700000.0,4900500000.0,2182000000.0,1888600000.0,444900000.0,2014
1145057,,,,,,,-243685000.0,2014
1145197,-51500000.0,8920000.0,231321000.0,,297182000.0,287955000.0,83829000.0,2014
1145255,7667000.0,,34526000.0,,75601000.0,69710000.0,,2014
1145460,-33153000.0,231523000.0,2577001000.0,1363541000.0,6699879000.0,7058515000.0,1912394000.0,2014
1145547,,,,,,358895000.0,,2014
1145761,,,,,,96505871.0,,2014
1145765,31780714.0,,,,246891692.0,306334381.0,,2014
1145898,-606346.0,-273737.0,158752.0,,884935.0,3164476.0,795545.0,2014
1145986,-66324000.0,,,,145043000.0,90233000.0,123716000.0,2014
1156039,2569700000.0,3369300000.0,73874100000.0,,61676300000.0,59574500000.0,24251300000.0,2014
1156041,-4353179.0,,,,18614475.0,13412093.0,9271864.0,2014
1156174,39807319.0,33485235.0,124469094.0,89068125.0,78574975.0,82577805.0,68600228.0,2014
1156375,1127100000.0,1291400000.0,3112500000.0,,72241500000.0,54277800000.0,20923500000.0,2014
1156388,14876000.0,,,,455576000.0,441888000.0,195004000.0,2014
1156445,-171408.0,-21715.0,,,40956.0,47670.0,,2014
1156784,-7939101.0,-73354.0,1943729.0,1480228.0,126481.0,47886.0,-17319401.0,2014
1156815,-633163.0,-2008.0,,,155441.0,805938.0,,2014
1157075,-9927706.0,,0.0,0.0,6626470.0,5662324.0,6247959.0,2014
1157377,,,,,1125643000.0,1058342000.0,317810000.0,2014
1157408,19600000.0,,919553000.0,,715282000.0,748887000.0,513786000.0,2014
1157516,-1988400.0,,,,1665000.0,3160900.0,,2014
1157601,,,,,100675000.0,95203000.0,-42068502.0,2014
1157602,-19103406.0,,8668786.0,,67659865.0,34027754.0,58718051.0,2014
1157647,6162000.0,,,,1320096000.0,1276841000.0,142543000.0,2014
1157762,33542000.0,,,,629161000.0,565607000.0,289257000.0,2014
1157806,3392000000.0,,8019000000.0,,24531000000.0,17648000000.0,9685000000.0,2014
1157817,-4510514.0,-969749.0,9871558.0,4006488.0,16935019.0,8223168.0,3214235.0,2014
1158041,31768000.0,658281000.0,,,8167241000.0,8595691000.0,8237642000.0,2014
1158114,4283000.0,,,,183670000.0,111057000.0,115012000.0,2014
1158172,-9903000.0,49497000.0,329151000.0,,353952000.0,363413000.0,132732000.0,2014
1158223,,,,,,7443000.0,,2014
1158324,,,,,754914000.0,755101000.0,83794000.0,2014
1158419,-773180.0,,,,828446.0,2748270.0,-5047083.0,2014
1158420,32444757.0,,,,299401263.0,205499736.0,133041544.0,2014
1158449,493825000.0,708991000.0,,,7962358000.0,5564774000.0,2002912000.0,2014
1158463,401000000.0,912000000.0,,,7839000000.0,7350000000.0,2529000000.0,2014
1158694,-28264566.0,-2409864.0,1634602.0,472941.0,27422580.0,4583583.0,18397618.0,2014
1158780,-26932000.0,,379000.0,11000.0,58338000.0,71328000.0,49137000.0,2014
1158863,18242000.0,,267832000.0,,794715000.0,599655000.0,279424000.0,2014
1158895,3915000.0,,,,81492000.0,70492000.0,68207000.0,2014
1159036,-68375000.0,-47518000.0,75334000.0,,165977000.0,101793000.0,41352000.0,2014
1159152,291300000.0,,,,,,,2014
1159154,64300000.0,,1375400000.0,,3477600000.0,3271300000.0,620500000.0,2014
1159167,37803000.0,40606000.0,,,493213000.0,416337000.0,390436000.0,2014
1159275,-707556.0,-143255.0,0.0,,24615.0,28485.0,-11847161.0,2014
1159281,,22337000.0,1328075000.0,,534973000.0,590183000.0,226782000.0,2014
1159297,263000000.0,382000000.0,,,9364000000.0,10285000000.0,3254000000.0,2014
1160142,,,,,,2950000.0,,2014
1160308,-28702000.0,,0.0,,70500000.0,55250000.0,-18299000.0,2014
1160791,15036000.0,,,,105983000.0,92429000.0,88134000.0,2014
1160945,-28963.0,-8439.0,,,124.0,3263.0,-182384.0,2014
1160958,-22608000.0,8441000.0,96145000.0,44244000.0,278459000.0,182342000.0,239174000.0,2014
1161154,1336000000.0,3169000000.0,55475000000.0,,62518000000.0,11890000000.0,6678000000.0,2014
1161315,-6975000.0,2366000.0,89081000.0,35215000.0,107544000.0,34460000.0,80077000.0,2014
1161364,137449000.0,,948447000.0,,2259413000.0,2273845000.0,,2014
1161582,-86626099.0,-2122577.0,,,2361757.0,5757370.0,-2238917.0,2014
1161706,-4771365.0,,405878.0,152893.0,1914850.0,1697878.0,-4027446.0,2014
1161728,80319000.0,128762000.0,,,1689521000.0,1579060000.0,659401000.0,2014
1161976,,,,,10760000000.0,,,2014
1162112,15635000.0,,,,299837000.0,238803000.0,141929000.0,2014
1162194,-52830000.0,-22623000.0,116456000.0,300000.0,407559000.0,116915000.0,150419000.0,2014
1162283,-106319.0,-99676.0,,,197083.0,295145.0,188826.0,2014
1162315,-17542000.0,2876000.0,39557000.0,,66485000.0,88359000.0,39160000.0,2014
1162324,,-16604225.0,10006673.0,6213628.0,19058397.0,16948765.0,-5944528.0,2014
1162461,-10612000.0,-4286000.0,78138000.0,34765000.0,108913000.0,108669000.0,80508000.0,2014
1162556,-706000.0,,185382000.0,,179816000.0,192720000.0,112349000.0,2014
1162816,-3831809.0,-2513568.0,1787.0,1730.0,809991.0,432380.0,-1137209.0,2014
1162896,995617.0,2245245.0,23060178.0,14768763.0,8195396.0,4384553.0,4265408.0,2014
1163165,6869000000.0,16569000000.0,55517000000.0,,116539000000.0,118057000000.0,51911000000.0,2014
1163199,9409000.0,11100000.0,,,917164000.0,891930000.0,97088000.0,2014
1163300,-496500.0,,,,2415.0,764013.0,-494665.0,2014
1163302,102000000.0,1553000000.0,17507000000.0,,12013000000.0,13143000000.0,3799000000.0,2014
1163348,490300000.0,,2450700000.0,,12418800000.0,11945830000.0,3778200000.0,2014
1163370,17408000.0,20478000.0,,,1449349000.0,1215006000.0,164323000.0,2014
1163389,240000.0,3192000.0,,,651084000.0,684711000.0,42851000.0,2014
