cik,ni,ocf,rev,cogs,at,at_prev,se,fyear
1072379,-73143000.0,-36495000.0,336000.0,,48907000.0,52906000.0,-67333000.0,2017
1072627,-16942000.0,-14404000.0,44598000.0,,506685000.0,501021000.0,41366000.0,2017
1072725,89510876.0,-46993095.0,,,150700534.0,48488677.0,125770249.0,2017
1072772,-931290.0,-380752.0,,,51311.0,17063.0,-321141.0,2017
1073349,-33137000.0,61084000.0,349412000.0,161914000.0,594771000.0,601479000.0,281950000.0,2017
1073429,25500000.0,94800000.0,1336000000.0,,1276100000.0,945402000.0,280400000.0,2017
1073475,4089000.0,4534000.0,,,465382000.0,455422000.0,45834000.0,2017
1073748,-26126.0,-157.0,,,12841.0,997.0,-43361.0,2017
1074828,-3901232.0,-1264324.0,4874359.0,3966607.0,1150669.0,1356176.0,-4267095.0,2017
1074871,-659246.0,-791131.0,0.0,,4532965.0,0.0,4500364.0,2017
1074902,12972000.0,18135000.0,,,1295638000.0,1306799000.0,150271000.0,2017
1075415,147610000.0,419304000.0,1074819000.0,,7294019000.0,7227754000.0,3104950000.0,2017
1075531,,4662000000.0,12681000000.0,,25451000000.0,19838973000.0,11261000000.0,2017
1075607,252000000.0,376000000.0,,,3559000000.0,3354000000.0,,2017
1075706,3704000.0,10619000.0,,,993095828.0,1025211907.0,88452000.0,2017
1075736,-929000.0,294000.0,10187000.0,,3737000.0,3533000.0,1630000.0,2017
1075857,-202678.0,-45883.0,34308.0,,1479.0,8833.0,-2020867.0,2017
1076522,-6628391.0,-1510011.0,,,13770257.0,4539414.0,3510273.0,2017
1076541,,,,,,1643.0,,2017
1076682,-130829000.0,-7583000.0,,,15239000.0,8777000.0,-3414000.0,2017
1076784,-1136820.0,-386239.0,,,1575125.0,3091117.0,-4160916.0,2017
1076930,60051000.0,63378000.0,521290000.0,300759000.0,726703000.0,425637000.0,311545000.0,2017
1077183,-396000.0,18037000.0,,,344454000.0,337118000.0,171962000.0,2017
1077370,,,,,,16919000.0,,2017
1077428,196081000.0,132161000.0,,,25075645000.0,21697134000.0,2190072000.0,2017
1077561,-34111.0,-34550.0,,,0.0,0.0,-789516.0,2017
1077618,-1123000.0,7901000.0,16587000.0,,259303000.0,250384000.0,57037000.0,2017
1077638,,,,,,10080495.0,,2017
1077688,28250000.0,27746000.0,,,350058000.0,318696000.0,229460000.0,2017
1077771,242313000.0,515507000.0,,,25680447000.0,24771406000.0,3969367000.0,2017
1078037,-54591.0,20327.0,2699855.0,917915.0,5263952.0,5792136.0,3297932.0,2017
1078075,79812000.0,222454000.0,986787000.0,271905000.0,3359019000.0,3512897000.0,2331348000.0,2017
1078099,-64592000.0,31273000.0,123753813.0,,275344771.0,209489484.0,185541000.0,2017
1078207,26267000.0,35016000.0,,,324776000.0,333066000.0,179189000.0,2017
1078271,-1744000.0,59283000.0,,,726908000.0,449997000.0,111719000.0,2017
1078799,-33441920.0,-895743.0,26830.0,14294.0,1129958.0,240085.0,-10317752.0,2017
1079297,-1011147.0,-887468.0,,,2129756.0,2326901.0,-876668.0,2017
1080014,,141749000.0,217217000.0,,367337000.0,378996000.0,-242859000.0,2017
1080029,-2108000.0,630000.0,40213000.0,29390000.0,12627000.0,15375000.0,1630.0,2017
1080056,3552689.0,5889108.0,,25307050.0,69010548.0,78463112.0,34946801.0,2017
1080319,1451084.0,3422689.0,22865146.0,,12225748.0,7520411.0,4338217.0,2017
1080340,3438534.0,3462201.0,5918937.0,,45896696.0,35333524.0,22246673.0,2017
1080448,-1065482.0,-399915.0,46504.0,,,,1156038.0,2017
1080657,-3484416.0,5585698.0,33374142.0,,254496865.0,257999077.0,37645819.0,2017
1080709,-91407000.0,-66642000.0,21337000.0,,339275000.0,169010000.0,207144000.0,2017
1081316,2870000000.0,6078000000.0,18614000000.0,,90208000000.0,85440000000.0,28176000000.0,2017
1081745,-1365364.0,-1122444.0,2620108.0,760462.0,1609230.0,1129131.0,-2643555.0,2017
1081938,-6633.0,0.0,0.0,,0.0,1667.0,-964300.0,2017
1082027,-639125.0,-47140.0,,,16438.0,13370.0,-4784977.0,2017
1082038,-3695000.0,-1343000.0,,,53113000.0,40508000.0,21488000.0,2017
1082324,-17278000.0,-14944000.0,,,7175000.0,18871000.0,1553000.0,2017
1082506,-15207000.0,-10491000.0,4927000.0,,79346000.0,87995000.0,69492000.0,2017
1082554,,474200000.0,1725300000.0,,2879400000.0,2325600000.0,2101800000.0,2017
1082733,-1760109.0,-278993.0,,,343.0,4560.0,-5262627.0,2017
1082923,150603000.0,197823000.0,468709000.0,79226000.0,679104000.0,610129000.0,497813000.0,2017
1083220,-10122000.0,4677000.0,,,135018000.0,151120000.0,97694000.0,2017
1083243,,,,,,844662.0,,2017
1083301,-226147.0,204689.0,,,16924230.0,18295994.0,12957931.0,2017
1083446,25801842.0,51833923.0,356355930.0,,490635793.0,349998962.0,159948028.0,2017
1083490,62654630.0,-2765946.0,27555845.0,22574152.0,164903033.0,139621287.0,81259024.0,2017
1083522,-1271000.0,-37000.0,13345000.0,,3389000.0,4932000.0,943000.0,2017
1083643,2496000.0,5833000.0,,,644613000.0,624445000.0,56142000.0,2017
1083706,-251042.0,-51241.0,,,261879.0,129717.0,-1864526.0,2017
1083743,-4435000.0,,902000.0,1622000.0,2479000.0,790000.0,-7857000.0,2017
1083848,-349237.0,-6863.0,0.0,,6559.0,1290.0,-973664.0,2017
1083922,-1543178.0,-182098.0,0.0,,1217331.0,1215597.0,-2781957.0,2017
1084048,139425000.0,264419000.0,1117838000.0,172313000.0,2453093000.0,2062328000.0,1020305000.0,2017
1084067,594291.0,-10231.0,,,786736.0,284040.0,,2017
1084201,25807000.0,59756000.0,,20240000.0,299219000.0,211355000.0,151152000.0,2017
1084267,-10103334.0,,385628.0,684004.0,113919.0,726173.0,-4950032.0,2017
1084332,-3105000.0,-949000.0,4537000.0,3748000.0,1382000.0,1640000.0,-2339000.0,2017
1084370,-4473403.0,4481169.0,1582483.0,,5417596.0,,3326298.0,2017
1084384,-12462979.0,-2616160.0,13547507.0,,25326033.0,13045289.0,16727000.0,2017
1084475,0.0,0.0,0.0,,0.0,,,2017
1084554,-7104897.0,-5003328.0,175446.0,107091.0,6945993.0,6802375.0,5794783.0,2017
1084577,-15648000.0,-7192000.0,30799000.0,11899000.0,64236000.0,47532000.0,471010000.0,2017
1084580,357498000.0,539946000.0,4178582000.0,,39705691000.0,36941276000.0,5759559000.0,2017
1084717,,,,,,2541437000.0,,2017
1084752,,,,,,18891153.0,,2017
1084765,18826000.0,15370000.0,,,382318000.0,366819000.0,252846000.0,2017
1084869,44041000.0,61010000.0,1193625000.0,,648763000.0,619000000.0,330742000.0,2017
1084961,83228000.0,123818000.0,1145802000.0,,4490712000.0,3670497000.0,581862000.0,2017
1084991,19794000.0,17499000.0,67693000.0,,298310000.0,293524000.0,257262000.0,2017
1085243,3262282.0,2652101.0,16524225.0,,14849892.0,9911989.0,10368177.0,2017
1085277,-1826808.0,-13875.0,629027.0,42313.0,632189.0,339597.0,-6759622.0,2017
1085392,175194000.0,972131000.0,3460276000.0,,13690789000.0,13266380000.0,3750030000.0,2017
1085596,-683029.0,-528795.0,,,515310.0,272471.0,-654523.0,2017
1085621,173958000.0,,0.0,,535304000.0,453718000.0,500489000.0,2017
1085869,18581000.0,55221000.0,485261000.0,323748000.0,499060000.0,456576000.0,366351000.0,2017
1085913,28370000.0,39944000.0,,,3075452000.0,2922121000.0,299660000.0,2017
1086082,-85970.0,-91560.0,,,330926.0,,327439.0,2017
1086222,222766000.0,800983000.0,2502996000.0,875837000.0,4648916000.0,4373146000.0,3362469000.0,2017
1086303,-54113.0,-41300.0,,,0.0,,-54113.0,2017
1086434,4030000.0,17765000.0,156739000.0,58894000.0,170938000.0,186976000.0,92381000.0,2017
1086600,303638000.0,556116000.0,1796220000.0,,2219371000.0,2193042000.0,,2017
1086745,-7640806.0,-4218199.0,4285514.0,4543456.0,1209767.0,6853978.0,-4489614.0,2017
1086909,,,,,,651200000.0,,2017
1087022,-2842025.0,-769526.0,,,3111.0,4036.0,-25976379.0,2017
1087294,-7978633.0,-557714.0,26322627.0,,93232312.0,93404566.0,64120163.0,2017
1087423,261851000.0,923138000.0,2920461000.0,431797000.0,4767033000.0,4085093000.0,1440642000.0,2017
1087456,3846000.0,5860000.0,,,780450000.0,633119000.0,75704000.0,2017
1088034,-3008785.0,-936450.0,14571158.0,,67435803.0,69514686.0,13123353.0,2017
1088162,,,,,,41788000.0,,2017
1088413,1871101.0,8062086.0,,,26787010.0,23584501.0,431985.0,2017
1088638,-62000.0,-48000.0,4264922.0,981455.0,5000.0,5000.0,946046.0,2017
1088787,,,,,,38021.0,,2017
1088856,129122000.0,60935000.0,,,220537000.0,68753000.0,190968000.0,2017
1089061,-1267399.0,-728856.0,380553.0,,325127.0,497169.0,-3012912.0,2017
1089063,,746310000.0,,,4203939000.0,4058296000.0,1941501000.0,2017
1089143,8509000.0,12184000.0,70158000.0,26847000.0,28609000.0,27646000.0,14137000.0,2017
1089319,-1386947.0,-832632.0,1079846.0,839007.0,1693985.0,,-2203689.0,2017
1089511,-6101000.0,30406000.0,226905000.0,,442786000.0,442360000.0,153519000.0,2017
1089531,,-25749914.0,2009732643.0,1809805467.0,3042345352.0,2262403149.0,,2017
1089598,-20843.0,-39692.0,0.0,0.0,24020.0,18712.0,-99098.0,2017
1089815,538000.0,2348000.0,,,7915000.0,8244000.0,3432000.0,2017
1089819,,265428000.0,1175646000.0,,6278382000.0,6343144000.0,,2017
1089872,-23272000.0,-20792000.0,28290000.0,3927000.0,96979000.0,107196000.0,,2017
1089907,3047000.0,19458000.0,37486000.0,,209883000.0,208932000.0,207952000.0,2017
1090009,13045000.0,17193000.0,,,1624625000.0,1340908000.0,149686000.0,2017
1090012,898000000.0,2909000000.0,6501000000.0,,30241000000.0,28675000000.0,9254000000.0,2017
1090061,-87800000.0,47800000.0,783100000.0,,612800000.0,687300000.0,38200000.0,2017
1090396,583051.0,1315054.0,6380367.0,1948175.0,7860613.0,6980794.0,3347476.0,2017
1090425,317676000.0,507016000.0,,,4214345000.0,3898884000.0,1103493000.0,2017
1090727,4905000000.0,1479000000.0,65872000000.0,,45574000000.0,40545000000.0,994000000.0,2017
1090872,,889000000.0,4472000000.0,2063000000.0,8698000000.0,7872000000.0,4522000000.0,2017
1090908,-9948000.0,-2317000.0,28119000.0,13498000.0,44176000.0,41997000.0,6664000.0,2017
1091491,,,,,,375934000.0,,2017
1091587,,3799000000.0,25196000000.0,17350000000.0,43458000000.0,39391000000.0,14819000000.0,2017
1091596,-14978711.0,-4903954.0,721045.0,1091042.0,1424039.0,14056753.0,482871.0,2017
1091667,9895000000.0,11954000000.0,41581000000.0,,146623000000.0,149067000000.0,39084000000.0,2017
1091748,50300000.0,165000000.0,1774100000.0,,8764000000.0,7205000000.0,1812900000.0,2017
1091862,,,,,,2168000000.0,,2017
1091883,11789000.0,9637000.0,505492000.0,,1906799000.0,669915000.0,601974000.0,2017
1091907,32640000.0,96588000.0,800959000.0,458981000.0,614507000.0,600903000.0,252959000.0,2017
1091983,-2155894.0,-1321130.0,,4571724.0,3906285.0,5724550.0,-8356063.0,2017
1092289,-23875000.0,17880000.0,56639000.0,,160650000.0,196393000.0,32605000.0,2017
1092570,-26787.0,141835.0,1889613.0,,134967.0,138082.0,-1145478.0,2017
1092662,-6371760.0,-5034515.0,,14114681.0,16616021.0,20575236.0,13079196.0,2017
1092699,351000.0,31050000.0,220566000.0,73625000.0,339738000.0,298365000.0,288111000.0,2017
1092796,20128000.0,61643000.0,,,765421000.0,739720000.0,410968000.0,2017
1093082,-7100000.0,-38100000.0,,,245900000.0,202300000.0,66500000.0,2017
1093207,,,,,,4618000.0,,2017
1093248,,,,,6461.0,33857.0,-1562414.0,2017
1093557,-50200000.0,92000000.0,,,904100000.0,402800000.0,,2017
1093672,10268000.0,18594000.0,,,1092166000.0,1087991000.0,115975000.0,2017
1093691,-127080000.0,-60182000.0,100153000.0,131351000.0,270810000.0,240832000.0,70229000.0,2017
1094005,156569000.0,596290000.0,,,5815394000.0,4284874000.0,2846842000.0,2017
1094032,,,,,,,-101253.0,2017
1094038,-10982177.0,-8439427.0,183064.0,,5180439.0,7921392.0,3658127.0,2017
1094084,3746378.0,-3077664.0,8282569.0,4437231.0,12547583.0,10472038.0,9533066.0,2017
1094139,1748753.0,1241193.0,,,18166716.0,15714246.0,12846074.0,2017
1094285,227200000.0,374700000.0,,,3846400000.0,2774400000.0,1947300000.0,2017
1094348,-16320000.0,,,13553000.0,39935000.0,45564000.0,-7330000.0,2017
1094366,-7493000.0,31462000.0,211369000.0,39616000.0,471410000.0,430336000.0,315356000.0,2017
1094392,32909000.0,64171000.0,255098000.0,120503000.0,385922000.0,338699000.0,333154000.0,2017
1094739,-48286000.0,171637000.0,1316483000.0,951510000.0,2607179000.0,2391671000.0,1640413000.0,2017
1094810,12315000.0,20042000.0,,,1588932000.0,1553133000.0,150282000.0,2017
1094814,-6243000.0,,50779000.0,,17602000.0,22701000.0,1131000.0,2017
1094831,51475000.0,,1750951000.0,,5429712000.0,5047586000.0,633886000.0,2017
1095007,-583779.0,,,,14978957.0,20373937.0,,2017
1095073,,1162693000.0,6622298000.0,,23563296000.0,21321504000.0,8340736000.0,2017
1095130,-16486146.0,-13683723.0,290491.0,104924.0,18235621.0,429618.0,-56091577.0,2017
1095277,-14324000.0,-2448000.0,,,46479000.0,54342000.0,594000.0,2017
1095291,53629000.0,149820000.0,749261000.0,236530000.0,1496243000.0,1513833000.0,274636000.0,2017
1095315,-3964000.0,11053000.0,,,185787000.0,211336000.0,41297000.0,2017
1095348,-6145000.0,-7238000.0,60205000.0,,85082000.0,90689000.0,76555000.0,2017
1095435,123741000.0,-1073000.0,,,,,,2017
1095565,10004000.0,46712000.0,,,411119000.0,396000000.0,300170000.0,2017
1095651,175682000.0,101543000.0,679202000.0,,4731078000.0,4825514000.0,879703000.0,2017
1095747,-4573000.0,-3817000.0,,,9736000.0,10530000.0,3400000.0,2017
1095981,-22686000.0,-18128000.0,2689000.0,,31615000.0,34609000.0,13000000.0,2017
1095996,48135000.0,167454000.0,1796528000.0,,2061104000.0,2011280000.0,780472000.0,2017
1096056,16600000.0,38800000.0,,,415800000.0,399800000.0,174500000.0,2017
1096061,-278000000.0,,,,68616000000.0,76634000000.0,-1825000000.0,2017
1096132,,,,,,237171.0,,2017
1096275,-3403106.0,-194942.0,,,905470.0,336749.0,371531.0,2017
1096325,,,,,,1165341000.0,,2017
1096343,395269000.0,858529000.0,6061659000.0,,32805016000.0,25875299000.0,9504148000.0,2017
1096376,57872000.0,79747000.0,,321210000.0,201543000.0,154240000.0,135803000.0,2017
1096385,216000000.0,498800000.0,,,6239300000.0,5800700000.0,1849300000.0,2017
1096752,5700000.0,313600000.0,2298400000.0,,4172500000.0,4455200000.0,1655800000.0,2017
1096934,2141915.0,251687.0,9094051.0,4583981.0,17316803.0,9841232.0,15890655.0,2017
1096938,-1466789.0,-649675.0,183174.0,100989.0,239818.0,196962.0,-552355.0,2017
1096950,-357006.0,-159475.0,2210470.0,,405808.0,454920.0,-716126.0,2017
1097149,231418000.0,438539000.0,,356466000.0,1784009000.0,1396151000.0,1154288000.0,2017
1097396,-135423.0,,,,6934368.0,9323609.0,,2017
1097792,,,,,,58640941.0,,2017
1097864,810700000.0,1094200000.0,5543100000.0,3507500000.0,7195100000.0,6924400000.0,2778800000.0,2017
1098009,-967032.0,-51175.0,0.0,,,254267.0,-76846.0,2017
1098146,4147000.0,7290000.0,,,852080000.0,756654000.0,66749000.0,2017
1098151,8716000.0,13887000.0,,,863637000.0,792944000.0,87383000.0,2017
1098462,-190000.0,-228000.0,,,1966000.0,4357000.0,1820000.0,2017
1098880,-3051000.0,-4383000.0,5195000.0,,13147000.0,12790000.0,3829000.0,2017
1098972,-120692492.0,-94226000.0,42877086.0,,138402024.0,156985986.0,-75815792.0,2017
1098996,-30287.0,-30164.0,,,3403.0,6567.0,2738.0,2017
1099132,1546000.0,,142000.0,,10846000.0,7635000.0,8161000.0,2017
1099160,87131169.0,28021057.0,232179463.0,,654718781.0,661670048.0,286166200.0,2017
1099215,-5036183.0,3376972.0,0.0,,394217.0,881231.0,-23909097.0,2017
1099219,4010000000.0,12283000000.0,62308000000.0,,719892000000.0,898764000000.0,58676000000.0,2017
1099234,-2091994.0,-350276.0,,,8427.0,11625.0,-1322573.0,2017
1099369,288781.0,695603.0,3445014.0,,2515387.0,1953318.0,2087569.0,2017
1099509,-3070241.0,-685677.0,,1574645.0,440336.0,587932.0,-33127958.0,2017
1099568,-26755.0,-10920.0,,,379.0,139.0,-248252.0,2017
1099574,,,,,,0.0,,2017
1099590,13780000.0,269010000.0,1216542000.0,496942000.0,1673187000.0,1367435000.0,325779000.0,2017
1099800,,1000700000.0,,,5666400000.0,4510000000.0,2956200000.0,2017
1100397,-93435000.0,-76842000.0,12031000.0,,77442530.0,152193828.0,39263000.0,2017
1100412,-116818000.0,-39354000.0,150852000.0,35395000.0,462845000.0,272202000.0,242182000.0,2017
1100441,6272000.0,2455000.0,,,345906000.0,368031000.0,181737000.0,2017
1100644,-2099412.0,-527102.0,0.0,,31969.0,283328.0,-4641061.0,2017
1100682,123355000.0,318074000.0,1857601000.0,,2929922000.0,2711800000.0,1045080000.0,2017
1100778,-37898285.0,-830405.0,,,1000000.0,0.0,369645.0,2017
1100917,,,,,,16288000.0,,2017
1101026,-10038374.0,-4242891.0,0.0,,332278.0,737292.0,-16304492.0,2017
1101215,788700000.0,2599100000.0,5474700000.0,2469500000.0,30684800000.0,25514100000.0,1855300000.0,2017
1101239,232982000.0,1439233000.0,4368428000.0,2193149000.0,18691457000.0,12608371000.0,6849790000.0,2017
1101246,,,,,,,-9700.0,2017
1101302,85066000.0,293373000.0,,733547000.0,1976172000.0,1699532000.0,993018000.0,2017
1101396,10511000.0,13938000.0,,,321662000.0,344365000.0,142510000.0,2017
1101433,-1509020.0,1106585.0,9491738.0,5212541.0,2647080.0,2452972.0,-2707922.0,2017
1101680,1071000.0,1902000.0,,164349000.0,159127000.0,145447000.0,73233000.0,2017
1101865,,,,,,820000.0,,2017
1102112,357818000.0,483968000.0,,,24994876000.0,21869767000.0,4977598000.0,2017
1102238,-8431000.0,-30126000.0,126221000.0,,1296720000.0,1174909000.0,112074000.0,2017
1102266,55795000.0,22757000.0,,,7123975000.0,5078559000.0,904750000.0,2017
1102358,-2119139.0,492995.0,6217072.0,,8795747.0,10684956.0,7651112.0,2017
1102392,99249000.0,13661000.0,218741000.0,,300938000.0,166242000.0,122252000.0,2017
1102432,17827500.0,-1278205.0,,,46194181.0,3359044.0,22508313.0,2017
1102541,,,,,,635646000.0,,2017
1102709,,,,,,15047.0,,2017
1102934,86952000.0,141369000.0,507179000.0,,857999000.0,740998000.0,601667000.0,2017
1102993,-18191000.0,10290000.0,218876000.0,58205000.0,232799000.0,219638000.0,140063000.0,2017
1103021,5285000.0,-32451000.0,61985000.0,19496000.0,88101000.0,51720000.0,8877000.0,2017
1103090,-402189.0,,1065777.0,,592671.0,579845.0,517743.0,2017
1103601,177863000.0,234226000.0,,,7062574000.0,6475390000.0,1609607000.0,2017
1103640,-262183.0,1504.0,588040.0,267729.0,234225.0,270952.0,-1512070.0,2017
1103795,-4835000.0,-1786000.0,50000.0,,290000.0,186000.0,-1874000.0,2017
1103833,-191144.0,-47976.0,2849.0,,81322.0,10563.0,-222793.0,2017
1103982,2828000000.0,2593000000.0,25896000000.0,,62957000000.0,61506000000.0,25994000000.0,2017
1104038,-3385340.0,-935918.0,,,903176.0,281114.0,-192504.0,2017
1104188,-554526000.0,183783000.0,1860962000.0,1035166000.0,3389239000.0,2563690000.0,750634000.0,2017
1104265,,,,,,2071525.0,,2017
1104280,-330168.0,-323103.0,67653.0,,56631.0,165838.0,-319310.0,2017
1104349,23505000.0,63800000.0,440411000.0,,279021000.0,277313000.0,215391000.0,2017
1104358,,,,,,204319000.0,,2017
1104462,,-28829.0,0.0,,0.0,0.0,-152051.0,2017
1104485,-9194000.0,72967000.0,209320000.0,,632253679.0,431532961.0,-490841000.0,2017
1104506,-192649000.0,-159617000.0,0.0,,462047000.0,237956000.0,361059000.0,2017
1104657,11451000.0,67795000.0,,,791084000.0,741298000.0,527115000.0,2017
1104855,-1526000.0,-4203000.0,60121000.0,47388000.0,64353000.0,67229000.0,56458000.0,2017
1105101,1086000.0,-1110000.0,,,66413000.0,70327000.0,61365000.0,2017
1105472,,,,,,308059000.0,,2017
1105533,-40577510.0,-35424886.0,1899398.0,,20777764.0,97204391.0,-9234080.0,2017
1105705,5247000000.0,5079000000.0,31271000000.0,17647000000.0,69209000000.0,65966000000.0,28375000000.0,2017
1106213,-999847.0,-637570.0,,,115894.0,100197.0,-1106123.0,2017
1106644,-19277565.0,841216.0,13212314.0,10743764.0,59952900.0,78520140.0,43071302.0,2017
1106645,,,,,,7600290.0,,2017
1106838,-6794771.0,-724432.0,41432863.0,,30183019.0,33486123.0,10706431.0,2017
1107280,-230699.0,-6425.0,0.0,,28871.0,68576.0,-552255.0,2017
1107421,-54323000.0,-54669000.0,15900000.0,,105606000.0,106348000.0,-96806000.0,2017
1107796,,,,,,297220.0,,2017
1107843,40440000.0,107646000.0,230828000.0,51580000.0,537525000.0,407004000.0,343544000.0,2017
1108109,-2459000000.0,773000000.0,15353000000.0,,17450000000.0,21944000000.0,-767000000.0,2017
1108134,55247000.0,78091000.0,365207000.0,,11570751000.0,9162542000.0,1496264000.0,2017
1108205,-53317000.0,-48355000.0,9898000.0,,73798000.0,57752000.0,23993000.0,2017
1108236,3198000.0,7531000.0,,,655622000.0,651450000.0,76921000.0,2017
1108320,-7845000.0,-8847000.0,139231000.0,128380000.0,69856000.0,69004000.0,19074000.0,2017
1108426,79874000.0,523462000.0,1445003000.0,,6646103000.0,6471080000.0,1695253000.0,2017
1108524,360000000.0,2738000000.0,,,21984000000.0,17584923000.0,10376000000.0,2017
1108630,71040.0,-364006.0,,,1280634.0,,1077848.0,2017
1108645,-1385669.0,-105874.0,1136697.0,,3762116.0,4753031.0,-6994776.0,2017
1108827,269300000.0,600200000.0,,,7394800000.0,7245400000.0,3797900000.0,2017
1108967,-12589000.0,-9369000.0,18843000.0,12913000.0,87909000.0,79843000.0,57486000.0,2017
1109116,175698000.0,301520000.0,536034000.0,,766139000.0,517921000.0,348275000.0,2017
1109138,13962000.0,1635000.0,93485000.0,47966000.0,113036000.0,105558000.0,84301000.0,2017
1109189,-96674000.0,25947000.0,,,820480000.0,768160000.0,338653000.0,2017
1109196,-19020679.0,10995509.0,0.0,,8790324.0,12020290.0,1130440.0,2017
1109242,54660000.0,81656000.0,,,5210485000.0,4701346000.0,562477000.0,2017
1109345,46459000.0,61811000.0,221992000.0,90805000.0,283285000.0,218593000.0,226736000.0,2017
1109354,78600000.0,154400000.0,1765900000.0,949900000.0,1948500000.0,1808400000.0,725400000.0,2017
1109357,,7480000000.0,33558000000.0,,116770000000.0,114904000000.0,29896000000.0,2017
1109448,662403000.0,645452000.0,3323686000.0,,9282734000.0,8741158000.0,,2017
1109546,10449000.0,10583000.0,,,1322604000.0,1140689000.0,112876000.0,2017
1110482,128808.0,-415511.0,12698240.0,10736519.0,8709974.0,6401617.0,1899716.0,2017
1110607,-116000.0,-762000.0,19478000.0,10931000.0,23970000.0,28429000.0,21847000.0,2017
1110646,,1827346000.0,,4332620000.0,10917330000.0,8358328000.0,7028881000.0,2017
1110647,127859000.0,95554000.0,600968000.0,,707671000.0,551220000.0,566151000.0,2017
1110783,2260000000.0,3226000000.0,,,23136000000.0,20959000000.0,6601000000.0,2017
1110795,,,,,7928501000.0,8889116000.0,,2017
1110803,726000000.0,875000000.0,,926000000.0,5257000000.0,4281000000.0,2749000000.0,2017
1110805,147964000.0,406799000.0,1444772000.0,,6535233000.0,5030545000.0,,2017
1111335,176000000.0,215000000.0,3146000000.0,,2304000000.0,2373000000.0,637000000.0,2017
1111711,128500000.0,742200000.0,4874600000.0,1518700000.0,19961700000.0,18691900000.0,4320100000.0,2017
1111741,2527709.0,2058586.0,10850091.0,,11493312.0,9166489.0,4982993.0,2017
1111863,4518000.0,-928000.0,,,694644000.0,581457000.0,467520000.0,2017
1111928,347614000.0,405395000.0,,611978000.0,2367255000.0,1789999000.0,2022322000.0,2017
1112920,1371000.0,5736000.0,33891000.0,6213000.0,52513000.0,49745000.0,31716000.0,2017
1112985,-718344.0,-432253.0,,,14886.0,364627.0,11318.0,2017
1113148,-41830000.0,-36711000.0,,,59353000.0,125655000.0,47730000.0,2017
1113169,1497800000.0,229500000.0,,,7535400000.0,6225000000.0,5824400000.0,2017
1113232,,56284000.0,410561000.0,,488218000.0,302231000.0,353610000.0,2017
1113256,324000000.0,176000000.0,,,2445000000.0,2394000000.0,233000000.0,2017
1113313,-224914.0,-29115.0,,,4730.0,6045.0,-2477275.0,2017
1113481,-708373000.0,-368288000.0,,,872983000.0,1705211000.0,24914000.0,2017
1113513,-6078996.0,-4165578.0,3452888.0,609829.0,772540.0,1419011.0,-44681298.0,2017
1113809,7916000.0,21088000.0,357866000.0,,197989000.0,199595000.0,107315000.0,2017
1114220,-163440000.0,,60641000.0,,158872000.0,141427000.0,-14095000.0,2017
1114483,66679000.0,149357000.0,,,2848345000.0,2832543000.0,893381000.0,2017
1114925,-277000.0,2072000.0,44730000.0,21150000.0,31109000.0,29047000.0,21220000.0,2017
1114927,8748000.0,16095000.0,,,1217658000.0,1166763000.0,100044000.0,2017
1114936,-1308277.0,-507290.0,7927.0,24587.0,,,,2017
1114995,-17322000.0,-35886000.0,125300000.0,,152034000.0,167536000.0,118942000.0,2017
1115055,173979000.0,165864000.0,,,22205700000.0,11194622599.0,3707952000.0,2017
1115128,-15077000.0,48457000.0,322115000.0,140752000.0,629075000.0,362756000.0,398041000.0,2017
1115222,140900000.0,286500000.0,1742500000.0,,2480900000.0,2209200000.0,-827300000.0,2017
1115836,,51998000.0,560999000.0,,1653637000.0,1524068000.0,698546000.0,2017
1116132,591000000.0,853800000.0,4488300000.0,1407200000.0,7481200000.0,4678700000.0,2949400000.0,2017
1116463,30948000.0,28156000.0,167064000.0,,296201000.0,207935000.0,258081000.0,2017
1116942,124214000.0,332755000.0,,,2781882000.0,2500076000.0,1011380000.0,2017
1117057,-78305354.0,-360141.0,5109998.0,5464979.0,68488042.0,148253449.0,-10791296.0,2017
1117095,-1251000.0,-977000.0,,,6708000.0,7732000.0,6399000.0,2017
1117171,-21467341.0,6216914.0,58375399.0,68570871.0,153131324.0,92113330.0,2195726.0,2017
1117297,-12208000.0,18536000.0,,269409000.0,183272000.0,165972000.0,124907000.0,2017
1117480,,-50125000.0,4494000.0,,235230000.0,286770000.0,221810000.0,2017
1117733,-10257000.0,-6426000.0,85685000.0,52503000.0,51172000.0,62920000.0,35931000.0,2017
1118004,,,,,,,152115000.0,2017
1118037,,,,,,10901000.0,,2017
1118072,-27415.0,-6730.0,,,547.0,277.0,-255870.0,2017
1118233,-31353.0,-7400.0,,,396.0,1096.0,-304927.0,2017
1118237,10609000.0,18812000.0,,,1347420000.0,1357283000.0,132658000.0,2017
1118384,18733.0,,,,5063051.0,5981105.0,,2017
1118417,-39547000.0,-11965000.0,131169000.0,61096000.0,173953000.0,101101000.0,40700000.0,2017
1119083,5612000.0,2746000.0,18062000.0,7033000.0,27378000.0,29000000.0,21022000.0,2017
1119643,-4028748.0,-1138347.0,120979.0,,389570.0,214257.0,-5410194.0,2017
1119769,15560000.0,17151000.0,332033000.0,224698000.0,253593000.0,244225000.0,133898000.0,2017
1119774,-37066000.0,-30658000.0,,,38746000.0,71139000.0,29297000.0,2017
1119807,-197675.0,-125292.0,,,0.0,349.0,-1717817.0,2017
