cik,ni,ocf,rev,cogs,at,at_prev,se,fyear,ticker,tacc,gpoa
1419793,-5231805.0,-1765627.0,3355632.0,,1356363.0,1781603.0,-9831696.0,2017,OCLN,-1.9455389331966775,
1419806,-853000.0,-1273000.0,,,5089000.0,1714000.0,2726000.0,2017,REEMF,0.24504084014002334,
1419945,,80489000.0,431178000.0,,2197348000.0,1964370000.0,1006601000.0,2017,TNK,,
1419951,-184084.0,478679.0,8256918.0,4910331.0,6393639.0,5810537.0,1583151.0,2017,DTST,-0.11406226309203435,0.5759514137849909
1420108,,,,,,33145.0,,2017,GLUC,,
1420368,-44687.0,672.0,2423.0,379.0,124553.0,,-159518.0,2017,DLTI,,
1420520,-13068000.0,-9289000.0,110000.0,39000.0,17807000.0,26879000.0,16858000.0,2017,ATOM,-0.14059302801443507,0.002641467316492429
1420529,,,,,87367860.0,,56057888.0,2017,AACG,,
1420565,-22604000.0,-20531000.0,0.0,,52688000.0,22021000.0,47797000.0,2017,RNTX,-0.09413741428636302,
1420720,-14532000.0,-13163000.0,394000.0,,34840000.0,44188000.0,7812000.0,2017,IBIO,-0.03098126188105368,
1420800,151090000.0,218770000.0,,,6709697000.0,6338440000.0,3500415000.0,2017,ENOV,-0.010677706186380245,
1421461,,16693000.0,,,510592000.0,540901000.0,402090000.0,2017,IPI,,
1421517,18354000.0,2895000.0,,19061000.0,164485000.0,149063000.0,91894000.0,2017,ERII,0.10370782823369984,
1422142,-21400606.0,-18883535.0,,,21027653.0,2396878.0,17435489.0,2017,WHWK,-1.0501456477968425,
1422143,-35434000.0,-28441000.0,,,95851000.0,69821000.0,79865000.0,2017,KURA,-0.10015611349021068,
1422892,3624892.0,2994770.0,11445613.0,4980591.0,20223299.0,10982144.0,21036205.0,2017,SGLY,0.057376956630690694,0.588684868819786
1423221,18683000.0,79778000.0,866555000.0,,767034000.0,750320000.0,422957000.0,2017,NX,-0.08142525855634929,
1423689,771000000.0,1260000000.0,,,70376000000.0,56880000000.0,8754000000.0,2017,AGNCZ,-0.00859704641350211,
1423869,16403000.0,21210000.0,,,1441999000.0,,142184000.0,2017,PCB,,
1423902,540790000.0,1042715000.0,2429614000.0,,9430090000.0,7736097000.0,,2017,WES,-0.06488090829264422,
1424182,54799000.0,97940000.0,181563000.0,,2578756000.0,1952054000.0,1186825000.0,2017,BNL,-0.022100310749600165,
1424657,-708000.0,-309000.0,53793000.0,51399000.0,12495000.0,718994.0,-4542000.0,2017,CUEN,-0.5549420440226205,3.329652264135723
1424768,-1477045.0,-527438.0,1384971.0,,1449457.0,1485250.0,81442.0,2017,VYCO,-0.6393583571789261,
1424929,43128000.0,48172000.0,,321143000.0,425241000.0,335600000.0,234835000.0,2017,FOXF,-0.01502979737783075,
1425205,-92064000.0,-78709000.0,0.0,,155373000.0,171886000.0,145481000.0,2017,IOVA,-0.07769684558370082,
1425287,-41216788.0,-38662541.0,10038460.0,24399363.0,16504293.0,10239793.0,3511564.0,2017,WKHS,-0.2494432260495891,-1.4024602841092588
1425292,-72788000.0,10400000.0,,315217000.0,1234276000.0,1312217000.0,,2017,UAN,-0.06339500250339693,
1425450,-8932000.0,-7217000.0,45620000.0,11170000.0,82301000.0,30676000.0,47495000.0,2017,KIDS,-0.055906897900638935,1.1230277741556918
1425627,-642311.0,-162557.0,,,3148.0,14305.0,-2964137.0,2017,SOBR,-33.53750436910171,
1426800,-42809000.0,1860000.0,,,169304000.0,98118606.0,113120000.0,2017,ASMB,-0.4552551429440406,
1427570,-34765000.0,-30624000.0,9914000.0,4829000.0,53101000.0,78778000.0,35113000.0,2017,HIND,-0.05256543705095331,0.0645484780014725
1427644,,,,,,41602.0,,2017,SLDC,,
1427925,-51508000.0,-29765000.0,7995000.0,,75552000.0,99993000.0,-36509000.0,2017,TLPH,-0.2174452211654816,
1428205,181154000.0,110079000.0,,,8928917000.0,7978161000.0,1326051000.0,2017,ARR-PC,0.008908694622733233,
1428336,47362000.0,81702000.0,229525000.0,,369159000.0,279136000.0,346274000.0,2017,HQY,-0.12302246933394474,
1428439,-63509000.0,37292000.0,,,371897000.0,179078000.0,152279000.0,2017,ROKU,-0.5628887970604988,
1429260,-66876000.0,-81305000.0,17245000.0,,245950000.0,170731000.0,52573000.0,2017,FBIOP,0.08451306441126685,
1429393,-2871971.0,-1521944.0,695857.0,,702345.0,509794.0,-1433632.0,2017,TKLS,-2.648181422299988,
1429764,-75363496.0,-2548661.0,2500357.0,1454686.0,2687013.0,1910881.0,-36919383.0,2017,BLNK,-38.10537390868401,0.5472193192564058
1430306,-21123000.0,-19128000.0,,,26754000.0,27510000.0,24616000.0,2017,TNXP,-0.07251908396946564,
1430723,93092000.0,118464000.0,,,7082384000.0,6370448000.0,607102000.0,2017,SFBS,-0.003982765419323728,
1430725,-74266000.0,66865000.0,159278000.0,,675884000.0,776257000.0,251605000.0,2017,GSL-PB,-0.18180963263455274,
1431567,9094000.0,9399000.0,,,1034852000.0,1002110000.0,90767000.0,2017,OVLY,-0.0003043578050313838,
1433195,9716000.0,29371000.0,,,110248000.0,92583000.0,85079000.0,2017,APPF,-0.21229599386496442,
1433270,,2006291000.0,3655574000.0,,15261490000.0,14255550000.0,8149181000.0,2017,AR,,
1433607,-8438000.0,-8131000.0,,,6107000.0,9410000.0,2727000.0,2017,NSPR,-0.03262486716259299,
1433642,17341000.0,96692000.0,,,273046000.0,,57843000.0,2017,HLNE,,
1433660,80500000.0,104600000.0,1635100000.0,,1391400000.0,1187400000.0,441900000.0,2017,JBTM,-0.020296446016506653,
1434316,-42952000.0,-36817000.0,,,105292000.0,95048000.0,77189000.0,2017,FATE,-0.06454633448362933,
1434524,-9680000.0,-8258000.0,540000.0,380000.0,4161000.0,4286000.0,2432000.0,2017,CLIR,-0.3317778814745684,0.03733084461035931
1434588,203319000.0,304898000.0,,,1303573000.0,1092493000.0,985951000.0,2017,LOPE,-0.09297908544951776,
1434601,-625664.0,-263482.0,5745.0,,39133.0,84194.0,-1482896.0,2017,TMGI,-4.3017554695108915,
1434621,,,617736000.0,17223000.0,693459000.0,323427000.0,294874000.0,2017,TREE,,1.856718826814088
1434647,-43386000.0,-33100000.0,,,52456000.0,84887000.0,-57516000.0,2017,ZVRA,-0.12117285332265247,
1434728,4551000.0,11156000.0,31208000.0,,238568000.0,238819000.0,14860000.0,2017,GWRS,-0.02765692846884042,
1434754,-84679000.0,50101000.0,,,1035097000.0,1173753000.0,456348000.0,2017,SB-PD,-0.1148282475103365,
1435064,4389915.0,995490.0,120628200.0,80714648.0,73301155.0,51918785.0,40684485.0,2017,CETXP,0.0653795153334193,0.7687689918013297
1435617,,,,,,34368.0,-600022.0,2017,PWDY,,
1436126,-2175000.0,55799000.0,700970000.0,492238000.0,554441000.0,469427000.0,270619000.0,2017,MG,-0.1234995004548098,0.44465273620818574
1436229,-45464569.0,-1488254.0,4480.0,,589424.0,98071.0,513427.0,2017,BTCS,-448.4130374932447,
1436425,16824000.0,24752000.0,,,2228121000.0,1556732033.0,277871000.0,2017,HBCP,-0.005092719769324616,
1437071,348607000.0,290601000.0,,,18657256000.0,15706238000.0,2630491000.0,2017,IVR-PC,0.0036931822884639846,
1437107,-337000000.0,1629000000.0,6873000000.0,2656000000.0,22555000000.0,15672000000.0,4610000000.0,2017,WBD,-0.1254466564573762,0.2690786115364982
1437226,1626000.0,3347000.0,147882000.0,116253000.0,98604000.0,39406000.0,27153000.0,2017,MHH,-0.043673552250926256,0.8026442673704512
1437283,-4343542.0,-2695598.0,,,477196.0,613289.0,-15741609.0,2017,RPMT,-2.6870594450577134,
1437402,-64339000.0,-65190000.0,42000000.0,8400000.0,157903000.0,213131000.0,139312000.0,2017,ARDX,0.0039928494681674654,0.1576495207173053
1437479,6344000.0,11350000.0,,,1033622000.0,984253000.0,99759000.0,2017,ENBP,-0.005086090669776978,
1437517,-559900.0,-564077.0,,,799527.0,31776.0,594399.0,2017,CLOQ,0.13145140986908357,
1437578,156963000.0,248193000.0,1740905000.0,1310295000.0,2468644000.0,2359017000.0,749060000.0,2017,BFAM,-0.03867288790203716,0.18253789608129148
1437750,-123294.0,0.0,0.0,,,,,2017,TRXA,,
1437925,1801080.0,-15129.0,120000.0,50000.0,69308.0,36297.0,-1601256.0,2017,MRDN,50.03744111083561,1.9285340386257817
1437958,5436000.0,7617000.0,,,805753000.0,,65711000.0,2017,CCB,,
1438133,-73033000.0,-66136000.0,,,95346000.0,112392000.0,-29148000.0,2017,TNDM,-0.061365577621183005,
1438423,-21100000.0,-18888000.0,35936000.0,,31437000.0,41472000.0,10884000.0,2017,MRAM,-0.05333719135802469,
1438461,-349269.0,-276517.0,,,18982.0,153266.0,-877312.0,2017,ELRE,-0.4746780107786463,
1438533,-59731000.0,7403000.0,,,520346000.0,525282000.0,293134000.0,2017,TVTX,-0.1278056358298971,
1438943,-4308997.0,-2886476.0,102419.0,,1381828.0,195551.0,982500.0,2017,RNGE,-7.274424574663387,
1439222,-314670000.0,-285232000.0,43011000.0,,614397000.0,619094000.0,375503000.0,2017,AGIO,-0.04755012970566667,
1439288,75900000.0,228500000.0,1851600000.0,,3350000000.0,3461000000.0,1254100000.0,2017,ZWS,-0.044091303091592024,
1440799,1841306.0,-1563091.0,,,237070.0,82.0,-2081288.0,2017,MMEX,41517.03658536585,
1441236,97300000.0,178700000.0,1730400000.0,,1802300000.0,1684342000.0,575400000.0,2017,CLW,-0.04832747743629263,
1441683,-31007000.0,-9128000.0,176737000.0,64597000.0,161052000.0,102738000.0,45524000.0,2017,APPN,-0.2129591777141856,1.091514337440869
1441816,-83973000.0,-44881000.0,,,432844000.0,174432000.0,247657000.0,2017,MDB,-0.22411025499908274,
1442145,555100000.0,743500000.0,,783800000.0,6020300000.0,4631200000.0,1925400000.0,2017,VRSK,-0.04068060114009328,
1442236,-5820276.0,-1652251.0,138346327.0,122633815.0,83515798.0,108069468.0,62147730.0,2017,QRHC,-0.038568016268942865,0.14539270240508634
1442492,98707.0,-224373.0,9362459.0,8749147.0,83813.0,248795.0,-1809955.0,2017,LRDC,1.2985791515102796,2.4651299262444986
1442620,-4639692.0,,8860963.0,6505568.0,,,,2017,RCON,,
1443646,301692000.0,369143000.0,,,3539296000.0,3166535000.0,564278000.0,2017,BAH,-0.021301201471008533,
1443669,51778000.0,81748000.0,,150648000.0,518738000.0,414241000.0,461215000.0,2017,PRLB,-0.07234918803305322,
1443863,-29705669.0,-2540395.0,657271.0,323608.0,338899.0,470382.0,-3892936.0,2017,BICX,-57.7515168522605,0.7093447453346429
1444839,-1765004.0,-954957.0,1815978.0,1356326.0,474.0,204089.0,-2179666.0,2017,BRVO,-3.9690870159587237,2.252213495092827
1445305,-44426000.0,5520000.0,,,157715000.0,143143000.0,-16934000.0,2017,WK,-0.348923803469258,
1445815,-318387.0,-18518.0,191077.0,,110.0,51671.0,-1309.0,2017,BIXT,-5.803429389793114,
1446159,,-4459750.0,,,3624254.0,2807546.0,2691914.0,2017,AGPU,,
1446847,-116937000.0,-100753000.0,298276000.0,19097000.0,605674000.0,709821000.0,9848000.0,2017,IRWD,-0.02280011439503762,0.3933090173438092
1447028,-84413000.0,-48640000.0,10700000.0,,237161000.0,275919000.0,182473000.0,2017,ABUS,-0.12965036840522037,
1447362,,,,,,,-50311000.0,2017,CSTL,,
1447380,-5946012.0,-2370324.0,8591955.0,2792738.0,3123808.0,5152358.0,-2636518.0,2017,MFON,-0.6939905961503452,1.1255462062224713
1447669,-63708000.0,-3255000.0,399020000.0,182895000.0,449782000.0,412694000.0,359846000.0,2017,TWLO,-0.14648383548101016,0.5236930994877561
1448038,3869045.0,3798279.0,4054644.0,,63711405.0,42665846.0,,2017,RWDMU,0.0016586100273272444,
1448397,-3235000.0,2782000.0,74834000.0,,275705000.0,257534000.0,41313000.0,2017,SHIP,-0.023363905348420016,
1448431,-2104029.0,-1479831.0,12127422.0,,9763741.0,11478759.0,6220539.0,2017,OPRX,-0.0543785264591756,
1448705,-2935112.0,-2298425.0,9664.0,,2614765.0,886864.0,-180431.0,2017,BASA,-0.7179082700391491,
1448893,379747000.0,368573000.0,576511000.0,,2674368000.0,1882998000.0,1940436000.0,2017,ESNT,0.005934153939621815,
1449349,-6418727.0,-1288075.0,4054.0,,15697.0,41996.0,-4262470.0,2017,RDGL,-122.17001619201828,
1449792,-9225000.0,1700000.0,114391000.0,96652000.0,74255000.0,77408000.0,17549000.0,2017,PPSI,-0.14113528317486565,0.229162360479537
1449794,7300000.0,10421000.0,,,996966000.0,924233000.0,79769000.0,2017,EMYB,-0.0033768541049713652,
1450922,12220000.0,,,,351140000.0,311346000.0,351051000.0,2017,SIVR,,
1450923,106862000.0,,,,1048326000.0,935268000.0,1047979000.0,2017,SGOL,,
1451448,837932.0,-482322.0,0.0,,741487.0,53642.0,628829.0,2017,GMBLZ,24.612318705491965,
1451505,-3127000000.0,1170000000.0,2973000000.0,,22410000000.0,26889000000.0,12707000000.0,2017,RIG,-0.15980512477221168,
1451809,,,,,,,17676000.0,2017,SITM,,
1452804,-51227.0,-18313.0,,,2836.0,1179.0,-200314.0,2017,RMHI,-27.91687871077184,
1453593,-52411000.0,-543000.0,82612000.0,,105705000.0,144101605.0,-58699000.0,2017,XTNT,-0.3599404739454498,
1453687,-65321000.0,-52026000.0,207000.0,,101100000.0,89301000.0,51814000.0,2017,RNAC,-0.14887851199874583,
1454742,-1379647.0,-797107.0,38090.0,83225.0,821897.0,1059824.0,-889591.0,2017,GMER,-0.5496573015896979,-0.042587259771433746
1455863,-608000.0,163327000.0,1543587000.0,,2394897000.0,,-186924000.0,2017,COLD,,
1456189,237292.0,1718609.0,20139785.0,10674447.0,12790381.0,10784874.0,7800486.0,2017,LEAT,-0.13735134967733512,0.8776493819028391
1456772,12090000.0,137554000.0,316532000.0,,3703565000.0,2385066000.0,1330043000.0,2017,OPI,-0.052603995025714174,
1459200,29251000.0,57187000.0,,,371641000.0,261245000.0,232827000.0,2017,ALRM,-0.10693410400199047,
1459839,-23039000.0,-17530000.0,47983000.0,,35834000.0,,-129378000.0,2017,SIBN,,
1459862,90530000.0,,,,241679000.0,178342000.0,241555000.0,2017,PALL,,
1460235,7075000.0,,,,565745000.0,474220000.0,565459000.0,2017,PPLT,,
1460329,-53206000.0,2513000.0,,,316999000.0,311911000.0,224007000.0,2017,FLNT,-0.17863749595237102,
1460702,-7863858.0,-7397912.0,,,22833570.0,7236902.0,20125982.0,2017,AIXC,-0.06438473258308597,
1462120,100499000.0,-287529000.0,,,2758474000.0,1755261000.0,436933000.0,2017,LOB-PA,0.2210656990612792,
1462223,-471842.0,-357716.0,,,1017262.0,39127.0,-3340169.0,2017,NIXX,-2.91680936437754,
1462418,,66082000.0,942213000.0,,865164000.0,689212000.0,338612000.0,2017,ASPSW,,
1463101,-45192000.0,-28442000.0,,230123000.0,169147000.0,163576000.0,-9126000.0,2017,ENPH,-0.10239888492199345,
1463208,-744805.0,-152185.0,1301332.0,992514.0,361389.0,14351.0,-775137.0,2017,TLSS,-41.2946832973312,21.518918542261865
1463972,-19633502.0,-16465706.0,5537753.0,6214351.0,26833253.0,22345260.0,21379713.0,2017,VUZI,-0.14176590471536246,-0.0302792628056241
1464165,-121182.0,-395602.0,,,383817.0,132658.0,-45383.0,2017,BETRF,2.0686275987878604,
1464343,-40781000.0,-26470000.0,,,425613000.0,362547000.0,-36033000.0,2017,ATLCZ,-0.03947350274585088,
1464423,117749000.0,223125000.0,317940000.0,,5604933000.0,6357502000.0,1544585000.0,2017,PMTV,-0.01657506360202482,
1464790,11556000.0,-81790000.0,322176000.0,,1386904000.0,264618000.0,266030000.0,2017,RILYZ,0.35275755995434926,
1464865,-170326.0,,,,0.0,,-38910.0,2017,ASII,,
1465128,400770000.0,-246839000.0,879888000.0,,62941289000.0,77256266000.0,4478414000.0,2017,STWD,0.008382608085148718,
1465740,348571000.0,606781000.0,,,24789313000.0,20112056000.0,3571424000.0,2017,TWOD,-0.01283856807081285,
1466026,16056000.0,70449000.0,,,4412701000.0,3233723000.0,449545000.0,2017,MSBIP,-0.016820550183178955,
1466085,30206000.0,54324000.0,161216000.0,,1450624000.0,1294237000.0,624100000.0,2017,IRT,-0.01863491771599792,
1466258,1302600000.0,1523500000.0,,,18173300000.0,17397400000.0,7140300000.0,2017,TT,-0.01269729959649143,
1466593,72439000.0,173577000.0,849350000.0,,2004278000.0,1912385000.0,696892000.0,2017,OTTR,-0.05288579443992711,
1467373,3445149000.0,4973039000.0,36176841000.0,25105349000.0,22974153000.0,20443741000.0,9102130000.0,2017,ACN,-0.07473632149810545,0.5415590033154891
1467623,-111700000.0,330300000.0,,,1019900000.0,,102900000.0,2017,DBX,,
1467760,193031000.0,154873000.0,,,4088605000.0,3482977000.0,2088143000.0,2017,ARI,0.010955570478932248,
1467761,-1366999.0,1334460.0,29417990.0,19176612.0,8792681.0,9021769.0,3171586.0,2017,FIEE,-0.29943783752388253,1.1351851283268282
1467858,-3864000000.0,17328000000.0,145588000000.0,,212482000000.0,221690000000.0,35001000000.0,2017,GM,-0.09559294510352294,
1468174,389000000.0,587000000.0,4685000000.0,,7572000000.0,7749000000.0,3837000000.0,2017,H,-0.025551684088269456,
1468328,11953000.0,52771000.0,,,271691000.0,229864000.0,170337000.0,2017,ADUS,-0.17757456583023004,
1468748,-27936000.0,-17655000.0,,,3244000.0,,-68738000.0,2017,KOD,,
1468929,,,,,,,625000.0,2017,NXGLW,,
1469367,125489000.0,-96103000.0,532542000.0,,3963136000.0,3572818000.0,881582000.0,2017,RUN,0.06202163110463505,
1469443,-15707000.0,-13965000.0,,,16570000.0,56574000.0,8007000.0,2017,RKDA,-0.03079152967794393,
1471265,,151798000.0,,,9363934000.0,9623640000.0,1207724000.0,2017,NWBI,,
1471727,-1743258.0,-39755.0,1734.0,,107027.0,16176.0,-2116000.0,2017,SRXH,-105.31052176063304,
1471781,-10287290.0,,9192354.0,8651804.0,9492105.0,18543.0,4221841.0,2017,GTCH,,29.151162163619695
1472072,-43699000.0,4108000.0,50870000.0,35807000.0,532622000.0,465015000.0,143561000.0,2017,CCM,-0.10280743631925852,0.03239250346763008
1472091,-50859803.0,-40696831.0,,,92621077.0,110914447.0,-609528.0,2017,PDSB,-0.09162892909703639,
1472494,15451090.0,12159393.0,,,98457762.0,113998580.0,,2017,BNO,0.028874894757461016,
1472787,423049000.0,632134000.0,5772363000.0,,9573222000.0,8831777000.0,3479955000.0,2017,FAF,-0.023674171120942025,
1473334,3764611.0,-1312486.0,106494132.0,86072895.0,79858014.0,77043687.0,68447604.0,2017,XMAX,0.06589893601535451,0.26506048444955654
1473490,4234.0,-7362.0,67500.0,,12410.0,21540.0,-127189.0,2017,GLAI,0.538347260909935,
1474098,99888000.0,193639000.0,,,2590868000.0,2809259000.0,1498901000.0,2017,PEB-PH,-0.03337214546611758,
1474167,-6209768.0,-8760141.0,30013379.0,28057111.0,10675666.0,3118530.0,-3027844.0,2017,COSM,0.817812559122407,0.6273045313016068
1474432,-159878000.0,72756000.0,,,1123995000.0,899745000.0,574401000.0,2017,P,-0.2585554796081112,
1474627,-5136434.0,-5408997.0,882011.0,,15563108.0,16552137.0,11153115.0,2017,NEGG,0.016466937169502645,
1474735,157808000.0,257322000.0,,,2025965000.0,1865969000.0,554041000.0,2017,GNRC,-0.05333100389127579,
1474903,5848434.0,18063723.0,272600050.0,,104632889.0,81214134.0,39134679.0,2017,BGSF,-0.15040841290014864,
1475841,14579000.0,58139000.0,,,4843465000.0,4573046000.0,532407000.0,2017,NBHC,-0.00952537980155896,
1475922,350255000.0,391544000.0,1689102000.0,,12460703000.0,11438943000.0,1419101000.0,2017,PRI,-0.003609511822901819,
1476034,12369000.0,31473000.0,,,1759855000.0,1220301000.0,236884000.0,2017,MCB,-0.015655153933332843,
1476045,29478000.0,86689000.0,,155679000.0,1392216000.0,1302954000.0,803162000.0,2017,CLDT-PA,-0.04390868749011861,
1476150,53095000.0,69498000.0,132484000.0,,1567871000.0,1278981000.0,1027494000.0,2017,TRNO,-0.012825053695090075,
1476204,-38391000.0,108861000.0,311543000.0,,3526082000.0,2380188000.0,1046240000.0,2017,PECO,-0.06186570136476614,
1477009,-8220851.0,-3204994.0,3522075.0,,7603926.0,2857871.0,3505997.0,2017,CANN,-1.7551026620865673,
1477294,408357000.0,557646000.0,,2138898000.0,6641525000.0,6240976000.0,2345626000.0,2017,ST,-0.02392077777578379,
1477333,-10748000.0,3167000.0,,28788000.0,,,-59834000.0,2017,NET,,
1477449,-106782000.0,-34441000.0,233279000.0,61623000.0,824391000.0,303670000.0,558903000.0,2017,TDOC,-0.23822241248723944,0.5652715118385089
1477641,92841128.0,142704394.0,323199694.0,179151930.0,748781233.0,656708076.0,391735587.0,2017,DQ,-0.07592911953164408,0.21934824507929457
1477720,,,,,,,-142202000.0,2017,ASAN,,
1478242,1277000000.0,970000000.0,9739000000.0,,22857000000.0,21208000000.0,7995000000.0,2017,IQV,0.01447566955865711,
1478320,-42831000.0,-34858000.0,,,,,-224616000.0,2017,ADPT,,
1478454,4103000.0,20053000.0,,,716782000.0,673925000.0,83616000.0,2017,EBMT,-0.023667322031383314,
1479094,31259000.0,162098000.0,301087000.0,,2680667000.0,2186156000.0,1359040000.0,2017,STAG,-0.05984888544092919,
1479247,28605741.0,-50569588.0,34053171.0,,519200984.0,651150946.0,,2017,CPER,0.12159289560488483,
1479419,-42211000.0,-34098000.0,0.0,,116546000.0,46329000.0,89679000.0,2017,KALA,-0.17511709728247965,
1479681,582062.0,-714623.0,23166.0,30481.0,3328755.0,510835.0,-997224.0,2017,NUTX,2.538363659498664,-0.014319692268540723
1481028,2243731.0,-573299.0,,,135836.0,121723.0,-5683164.0,2017,HYSR,23.14295572734816,
1481241,3819000.0,-12653000.0,23806000.0,,232307000.0,266531000.0,130772000.0,2017,PSHG,0.061801441483354654,
1481443,,,,,,,-57000.0,2017,TCRI,,
1481504,-1066746.0,-193364.0,629969.0,,6935.0,232966.0,-3692182.0,2017,XERI,-3.7489676605169855,
1481513,21779765.0,-27218649.0,,3609021264.0,4401334809.0,3757833754.0,1028122474.0,2017,JKS,0.013039005237483957,
1481582,17100000.0,-2500000.0,,,1711900000.0,1558700000.0,-10000000.0,2017,RYZ,0.012574581381920831,
1481792,107200000.0,344000000.0,,,2452400000.0,2570100000.0,522400000.0,2017,QUAD,-0.09213649274347302,
1482430,1374000.0,124439000.0,414049000.0,,3220807000.0,3182676000.0,1079108000.0,2017,KBSR,-0.038667146765803365,
1482512,,292959000.0,728139000.0,,6622070000.0,6678998000.0,3637771000.0,2017,HPP-PC,,
1482541,-4918699.0,-2266976.0,7210241.0,5299977.0,4828823.0,2117821.0,1412486.0,2017,BNCWW,-1.2520996817011447,0.9019950222422009
1482554,-19852.0,-19611.0,0.0,,1177.0,2491.0,-34970.0,2017,HFUS,-0.0967482938578884,
1483386,31245000.0,,,,362116000.0,261641000.0,361932000.0,2017,GLTR,,
1483994,190155000.0,376955000.0,,,2678549000.0,1439344000.0,989610000.0,2017,HWLDF,-0.12978134483486922,
1484612,,,,,,,-215937000.0,2017,OM,,
1484769,10474000.0,-612000.0,41000.0,,86000.0,115000.0,-3099000.0,2017,FUBO,96.4,
1486159,123796000.0,507876000.0,,,6622929000.0,6178632000.0,3375691000.0,2017,CHRD,-0.062162627584876395,
1486957,147844000.0,221960000.0,1687738000.0,1191983000.0,1712339000.0,1579815000.0,285394000.0,2017,BWXT,-0.04691435389586755,0.3138057304178021
1487197,-8911540.0,-7334249.0,,1085575.0,5433121.0,11823390.0,4161921.0,2017,BRFH,-0.13340429436904305,
1487718,-3183328.0,-525151.0,1426969.0,,909987.0,1737702.0,-6287162.0,2017,BLTH,-1.5297082008307523,
1487952,14345000.0,22729000.0,254350000.0,,306551000.0,270510000.0,193156000.0,2017,VPG,-0.030993308934974678,
1488039,-8122581.0,-6593950.0,,,8164094.0,4144372.0,6938687.0,2017,ATOS,-0.36884502645997996,
1488139,37491000.0,-135570000.0,,,983951000.0,797281000.0,,2017,AMRC,0.21706399625727943,
1488813,78837000.0,62193000.0,,,9839555000.0,9382736000.0,920964000.0,2017,CUBB,0.0017738962281364412,
1488917,2229472.0,1191121.0,25861144.0,5292715.0,23703608.0,20705952.0,20719544.0,2017,ELMD,0.05014746484489098,0.9933582865448544
1489300,-37754.0,-40255.0,,,2606.0,0.0,-184723.0,2017,ZLME,,
1489393,4879000000.0,5206000000.0,34484000000.0,28059000000.0,26206000000.0,23442000000.0,8949000000.0,2017,LYB,-0.013949321730227796,0.27408070983704463
1489874,,-474000.0,49890000.0,49960000.0,26472000.0,23838000.0,,2017,GGROU,,-0.0029364879603993622
1490054,-1495002.0,-225025.0,41850.0,23321.0,42514.0,,-965548.0,2017,APHD,,
1490161,-392529.0,-792276.0,1000000.0,,140557245.0,235198.0,1500508.0,2017,SOWG,1.699619044379629,
1490281,14040000.0,128127000.0,2843877000.0,1510016000.0,1677505000.0,1761377000.0,250973000.0,2017,GRPN,-0.06477148276604043,0.7572830802264364
1490873,-22877778.0,-2704451.0,,,158605.0,246575.0,-4686449.0,2017,ESSI,-81.81416201966947,
1490906,84137000.0,85445000.0,,,8990159000.0,9139510000.0,1350611000.0,2017,CFFN,-0.00014311489346803056,
1491419,-23336000.0,-5726000.0,7195000.0,6694000.0,69157009.0,2174907.0,40783190.0,2017,LVO,-8.096897936325552,0.23035467723447486
1492298,158383000.0,135789000.0,408281000.0,,7032277000.0,2265919000.0,3432807000.0,2017,SBRA,0.00997123021608451,
1492448,-575.0,-884.0,0.0,,,,,2017,MAJI,,
1492691,484292000.0,322590000.0,2425453000.0,,7683442000.0,1078525000.0,5237732000.0,2017,KNX,0.14992883799633758,
1493137,14603.0,-181269.0,7990738.0,,8091359.0,8073448.0,5926104.0,2017,LCTC,0.024261257395848713,
1493594,-169493000.0,61050000.0,698772000.0,,1581260000.0,1196695000.0,767801000.0,2017,MTSI,-0.19264975620354394,
1493712,-1546798.0,-449427.0,,,376337.0,378507.0,-605288.0,2017,STME,-2.8992092616517,
1493761,-3248000.0,3418000.0,149135000.0,98132000.0,94251000.0,94800000.0,-22157000.0,2017,TBCH,-0.07031645569620253,0.5380063291139241
1494259,13199000.0,25691000.0,316861000.0,,176594000.0,100331000.0,127025000.0,2017,CARG,-0.12450787892077224,
1494413,-877867.0,-161414.0,43466.0,,20465.0,11468.0,-696706.0,2017,TWOH,-62.474101848622254,
1494558,7143000.0,3106000.0,,39407000.0,150226000.0,140601000.0,25702000.0,2017,AMBO,0.02871245581468126,
1494582,-6467910.0,-3186389.0,9014345.0,2690538.0,153477084.0,65652230.0,147153686.0,2017,BOC,-0.04998338974928955,0.09632280579045069
1494891,-3710514.0,,20587827.0,,18835186.0,18947080.0,11680275.0,2017,SRTS,,
1494904,-9551000.0,-18909000.0,485515000.0,,2001669000.0,1972946000.0,718394000.0,2017,GBLI,0.0047431607352659425,
1495231,-5467699.0,-2100069.0,24437649.0,11585316.0,13627303.0,17022617.0,5293585.0,2017,IZEA,-0.19783268342347127,0.7550151072540726
1495240,-31000.0,6515000.0,25122000.0,,462278000.0,333985000.0,109917000.0,2017,LANDO,-0.01959968262047697,
1495320,7016000.0,42642000.0,454648000.0,,350669000.0,373509000.0,285283000.0,2017,VRA,-0.09538190512142947,
1495932,-22130965.0,4568353.0,156104544.0,139603970.0,14637131.0,6104047.0,4260671.0,2017,AGNT,-4.374035455493708,2.703218700642377
1496443,1791141.0,7151714.0,15234091.0,8534272.0,20402579.0,13871707.0,5041169.0,2017,PAYS,-0.38643931853520264,0.4829844661511377
1497253,-34803000.0,-28857000.0,4603000.0,1000000.0,53554000.0,76131000.0,48601000.0,2017,VIVS,-0.07810221854435119,0.047326319107853565
