cik,ni,ocf,rev,cogs,at,at_prev,se,fyear,ticker,tacc,gpoa
885307,3132019.0,1078180.0,,,22233293.0,20236071.0,20930600.0,2013,JCTC,0.1014939609571443,
885462,20967358.0,40151272.0,118391783.0,84209136.0,309244805.0,278193034.0,294995092.0,2013,GURE,-0.06895900204316403,0.1228738423407108
885508,,55941000.0,127710000.0,108257000.0,346943000.0,379128000.0,123621000.0,2013,STRS,,0.051309847861408284
885550,253100000.0,325700000.0,682100000.0,,2433400000.0,2133200000.0,750100000.0,2013,CACC,-0.03403337708606788,
885590,,1042000000.0,5769600000.0,,27932900000.0,17950400000.0,5118700000.0,2013,BHC,,
885639,889000000.0,1884000000.0,,,14357000000.0,13905000000.0,5978000000.0,2013,KSS,-0.07155699388709097,
885725,,1110000000.0,7072000000.0,,16571000000.0,17154000000.0,,2013,BSX,,
885978,12723000.0,44795000.0,,,224135000.0,171714000.0,128290000.0,2013,USPH,-0.18677568515089044,
886128,-34358000.0,-16658000.0,187658000.0,180536000.0,240724000.0,209636000.0,27325000.0,2013,FCELB,-0.08443206319525272,0.033973172546699994
886136,15273000.0,26712000.0,,,193224000.0,197330000.0,109701000.0,2013,SGA,-0.05796888460953732,
886163,11420000.0,20690000.0,48973000.0,,104713000.0,104260000.0,49613000.0,2013,LGNYZ,-0.08891233454824478,
886206,14319000.0,15528000.0,,,174444000.0,157395000.0,106337000.0,2013,FC,-0.007681311350424092,
886346,23419000.0,40076000.0,,,442168000.0,358948000.0,269496000.0,2013,KAI,-0.04640505031369446,
886744,-38379000.0,,1283000.0,,67344000.0,99801000.0,59757000.0,2013,GERN,,
886982,8040000000.0,,,,911124000000.0,938555000000.0,78467000000.0,2013,GS-PD,,
887151,-3921000.0,-3951000.0,,,7317000.0,11591000.0,7217000.0,2013,CAPS,0.0025882149943922007,
887343,60016000.0,79636000.0,,,7161582000.0,4906335000.0,1053249000.0,2013,COLB,-0.00399891161121285,
887359,-15622000.0,,,,9215000.0,15178000.0,3894000.0,2013,VCEL,,
887396,-227823.0,-154564.0,,,228591.0,324397.0,136439.0,2013,EP,-0.22583131163358477,
887596,,,,,1108106000.0,1092167000.0,577353000.0,2013,CAKE,,
887733,-1929000.0,-28282000.0,,,1155968000.0,1146072000.0,457894000.0,2013,CENTA,0.022994192336956144,
887905,57815000.0,87125000.0,104974000.0,,931410000.0,789592000.0,632438000.0,2013,LTC,-0.037120436883859007,
887936,-10594000.0,193271000.0,1652432000.0,1042061000.0,2364947000.0,2275452000.0,1042259000.0,2013,FCN,-0.08959318851814936,0.2682416504501084
888491,172521000.0,279949000.0,,,3462216000.0,2982005000.0,1300103000.0,2013,OHI,-0.036025425846033125,
888981,10300.0,-48900.0,750200.0,285500.0,351500.0,139500.0,-447800.0,2013,NNUP,0.4243727598566308,3.3311827956989246
889331,88784000.0,117367000.0,757853000.0,461621000.0,1024373000.0,777728000.0,686773000.0,2013,LFUS,-0.036751923551678736,0.38089409150757075
889348,7736894.0,3267913.0,,,124272594.0,124883516.0,88951519.0,2013,CVU,0.03578519522144139,
889609,21005000.0,,255775000.0,,1396366000.0,1037620000.0,94602000.0,2013,CPSS,,
889900,188009000.0,888871000.0,,,4687127000.0,4556911000.0,2755997000.0,2013,PTEN,-0.1538019943773315,
889971,215322.0,556156.0,,,10141108.0,8581518.0,7207089.0,2013,LPTH,-0.039717215532263636,
890066,2614177.0,,,,377193574.0,387438269.0,31583161.0,2013,GLBZ,,
890394,,,,,77989000.0,69534000.0,75418000.0,2013,PRSO,,
890541,84753000.0,54554000.0,,,7471312000.0,6756396000.0,857952000.0,2013,BLX,0.004469690645722956,
890564,84512000.0,110524000.0,,,1258809000.0,1114463000.0,640133000.0,2013,EFOR,-0.023340389048357817,
890821,-161.0,-21632.0,,5233361.0,4468.0,5600.0,-20227.0,2013,ENVB,3.834107142857143,
890926,-196985000.0,-664937000.0,749906000.0,,5621691000.0,5903200000.0,939645000.0,2013,RDN,0.07927090391651985,
891014,80300000.0,134800000.0,,784500000.0,1217500000.0,1211200000.0,847500000.0,2013,MTX,-0.04499669749009247,
891103,,,3022987000.0,,4234684000.0,3805828000.0,1686736000.0,2013,MTCH,,
891166,58977000.0,156959000.0,301159000.0,,920090000.0,925735000.0,175609000.0,2013,UVE,-0.10584238469972508,
891482,-3962000.0,,,,154287000.0,162725000.0,77814000.0,2013,FLL,,
891532,-35975000.0,-2716000.0,,,92060000.0,139691000.0,44846000.0,2013,PESI,-0.23808978388013544,
893538,,1338514000.0,2293374000.0,,4705165000.0,4199529000.0,,2013,SM,,
893847,4974000.0,,,,1140122000.0,1181606000.0,74380000.0,2013,HWBK,,
893949,280517000.0,405398000.0,,,3008716000.0,2750337000.0,2342988000.0,2013,MD,-0.04540570846409004,
894158,-12317000.0,-7719000.0,,,16257000.0,13423000.0,15230000.0,2013,TOVX,-0.3425463756239291,
894315,-10175000.0,373974000.0,,,9693073000.0,8055837000.0,3904661000.0,2013,SITC,-0.04768579602591264,
894405,15811000.0,,,,1017326000.0,1034462000.0,520461000.0,2013,ARCB,,
894627,43072000.0,75401000.0,,,308167000.0,267956000.0,250874000.0,2013,EGY,-0.12065040529042081,
894671,8112000.0,13158000.0,,,747368000.0,769223000.0,80419000.0,2013,OVBC,-0.006559866254649172,
894871,-177259.0,-143648.0,,,2658312.0,2808512.0,2395579.0,2013,AREN,-0.011967547227855889,
895126,724000000.0,4614000000.0,19080000000.0,,41782000000.0,41611000000.0,15995000000.0,2013,EXE,-0.09348489582081661,
895417,125905000.0,255349000.0,729048000.0,,3392309000.0,3398622000.0,893333000.0,2013,ELS,-0.038087201224496284,
895419,123490000.0,319308000.0,1385982000.0,1029885000.0,3316657000.0,2844056000.0,2968961000.0,2013,WOLF,-0.06885166818093597,0.1252074502049186
895421,2932000000.0,,32493000000.0,,832702000000.0,780960000000.0,65921000000.0,2013,MS-PQ,,
895447,26871000.0,38620000.0,,,436851000.0,407196000.0,316872000.0,2013,SHOE,-0.028853426850951384,
895456,7372756.0,-2453218.0,,,199024758.0,174844415.0,131213497.0,2013,RCKY,0.05619838643401907,
895464,-106000.0,-46000.0,0.0,,,,-984000.0,2013,YBGJ,,
896156,32478000.0,61301000.0,,,625281000.0,615376000.0,349708000.0,2013,ETD,-0.04683803073243025,
896159,3758000000.0,4022000000.0,19261000000.0,,94510000000.0,92545000000.0,,2013,CB,-0.002852666270463018,
896264,79024000.0,98893000.0,,,368470000.0,267355000.0,260522000.0,2013,USNA,-0.0743169194516654,
896493,-632000.0,71000.0,8770000.0,5601000.0,6977000.0,6932000.0,5047000.0,2013,GPUS-PD,-0.10141373341027121,0.45715522215810733
896622,,,,,2497762000.0,2324412000.0,1479757000.0,2013,ATR,,
896878,858000000.0,1366000000.0,,,4718000000.0,5089000000.0,2235000000.0,2013,INTU,-0.0998231479662016,
897077,36094000.0,31627000.0,682090000.0,,438476000.0,404339000.0,350465000.0,2013,ALG,0.011047660502696994,
897078,-111947.0,-54696.0,,84061.0,9295.0,,-158574.0,2013,KOAN,,
897322,-17897000.0,,234866000.0,155210000.0,368768000.0,414643000.0,226033000.0,2013,GILT,,0.19210742735316888
897448,-166227000.0,-190336000.0,26351000.0,,252476000.0,310855000.0,-33856000.0,2013,AMRN,0.07755706036576539,
897723,79351000.0,,,,3030200000.0,3079352000.0,1093235000.0,2013,SANM,,
898171,476000.0,9207000.0,,,517320000.0,545007000.0,29967000.0,2013,UWHR,-0.01601997772505674,
898173,670292000.0,908026000.0,,,6067208000.0,5749187000.0,1966321000.0,2013,ORLY,-0.04135089013455294,
898174,418837000.0,1727160000.0,10318353000.0,,39674473000.0,40360438000.0,5935527000.0,2013,RZC,-0.03241597625873138,
898293,371482000.0,1213889000.0,,,9029402000.0,8185500000.0,2390872000.0,2013,JBL,-0.10291454401075072,
898437,20575000.0,25165000.0,,,156041881.0,142069051.0,135635000.0,2013,ANIK,-0.03230823298735205,
899051,2280000000.0,4242000000.0,34507000000.0,,123460000000.0,126947000000.0,21480000000.0,2013,ALL-PJ,-0.01545526873419616,
899460,-191490000.0,-128732000.0,,,258646000.0,251314000.0,-30713000.0,2013,MNKD,-0.2497194744423311,
899629,,65233000.0,,,2264957000.0,1908440000.0,704236000.0,2013,AKR,,
899689,475971000.0,1040789000.0,,,20018210000.0,22065049000.0,6765232000.0,2013,VNO-PO,-0.025597858404937147,
899751,35205000.0,116874000.0,,,1821231000.0,1710235000.0,687723000.0,2013,TWI,-0.047753086564127155,
899923,147200000.0,173866000.0,613200000.0,64400000.0,756681000.0,717746000.0,675971000.0,2013,MYGN,-0.037152418822257456,0.7646158947594275
900075,180025000.0,,,,1438493000.0,1253946000.0,880724000.0,2013,CPRT,,
901491,69537000.0,,1439022000.0,,464291000.0,438408000.0,137674000.0,2013,PZZA,,
902791,15673000.0,70196000.0,536966000.0,454465000.0,313322000.0,228861000.0,65178000.0,2013,BBSI,-0.23823630937555984,0.360485185330834
903129,33820000.0,59794000.0,,,481923000.0,439197000.0,232094000.0,2013,THRM,-0.05913974822232392,
903651,-10632000.0,,64249000.0,,49997000.0,66181000.0,39973000.0,2013,INOD,,
906107,1830613000.0,868916000.0,2387702000.0,,22834545000.0,17201000000.0,10507201000.0,2013,VMRK,0.05590936573455032,
906163,266477000.0,270222000.0,4211267000.0,,2486148000.0,2604842000.0,1261352000.0,2013,NVR,-0.0014377071622770211,
906345,336364000.0,404291000.0,,,5632141000.0,5385172000.0,2691536000.0,2013,CPT,-0.012613710388451846,
906465,14938245.0,32036253.0,108717634.0,,2394952924.0,2093730492.0,,2013,QCRH,-0.008166288863504787,
906553,-80264000.0,229219000.0,,,5741731000.0,6332193000.0,469987000.0,2013,BYD,-0.0488745368310789,
906709,-162013000.0,-38527000.0,148921000.0,,434527000.0,497790000.0,-89903000.0,2013,NKTR,-0.24806846260471282,
907242,,,,,244523000.0,248119955.0,163880000.0,2013,MCRI,,
907254,30872000.0,73527000.0,197897000.0,,1198675000.0,1207309000.0,276678000.0,2013,BFS-PE,-0.035330640291756296,
907471,13418000.0,-23068000.0,,,1806959000.0,1763270000.0,142638000.0,2013,CASH,0.020692236583166504,
907654,-6939000.0,-5288000.0,,,17084000.0,3212000.0,15581000.0,2013,ORKA,-0.5140099626400996,
908255,624300000.0,718800000.0,7436600000.0,,6917000000.0,6400800000.0,3560600000.0,2013,BWA,-0.014763779527559055,
908259,-8277000.0,-7001000.0,,,7294000.0,5447000.0,6043000.0,2013,OTLC,-0.2342573893886543,
908311,14466000.0,61827000.0,235813000.0,,1834477000.0,1870712000.0,1373738000.0,2013,CMCT,-0.02531709851650067,
908315,,,55731200.0,,53036100.0,43538800.0,38144700.0,2013,WINA,,
908937,377215000.0,,3799095000.0,,8844780000.0,9054843000.0,2745742000.0,2013,SIRI,,
909494,4180464.0,8704107.0,,98508023.0,121352829.0,118773143.0,26917218.0,2013,TCX,-0.03808641318854381,
909724,7265717.0,7539890.0,,,56398566.0,49087672.0,44621542.0,2013,TLF,-0.005585373859245148,
909832,2039000000.0,3437000000.0,105156000000.0,,32319000000.0,29323000000.0,11221000000.0,2013,COST,-0.047675885823415066,
910073,475547000.0,1375930000.0,,,46688287000.0,44145100000.0,5735662000.0,2013,FLG-PU,-0.020395989588878494,
910108,1630000.0,206304000.0,,,3772281000.0,3418203000.0,1515738000.0,2013,LXP-PC,-0.059877660864495176,
910329,23969000.0,42360000.0,324054000.0,83488000.0,132650000.0,130251000.0,98416000.0,2013,MED,-0.14119661269395245,1.8469416741522138
910406,114656000.0,120962000.0,1734683000.0,,2372318000.0,2149268000.0,1351120000.0,2013,HAIN,-0.0029340221880193628,
910521,,,,,1259729000.0,1068064000.0,888119000.0,2013,DECK,,
910612,85204000.0,,1053625000.0,,6769687000.0,7089736000.0,1404913000.0,2013,CBL,,
910638,44107000.0,,,,1097856000.0,677442000.0,932646000.0,2013,DDD,,
911147,6181000.0,7443000.0,112228000.0,7640000.0,190624000.0,137336000.0,121809000.0,2013,CNTY,-0.009189141958408574,0.7615483194501078
911177,-23095000.0,,497633000.0,,669442000.0,673153000.0,2726000.0,2013,CWST,,
911216,-20862174.0,-13649370.0,10361.0,,18755741.0,33576770.0,15263049.0,2013,PTN,-0.214815302365296,
911421,664008000.0,,5538407000.0,,23038295000.0,22980432000.0,6709532000.0,2013,PREJF,,
911971,-114738000.0,,1830085000.0,,11555701000.0,11002025000.0,,2013,TK,,
912061,4089000.0,,,,19827000.0,8219000.0,6077000.0,2013,NHTC,,
912093,-17800000.0,176600000.0,,915700000.0,2346500000.0,1812900000.0,1242900000.0,2013,VIAV,-0.10723150752937283,
912242,,422035000.0,1029475000.0,,9075250000.0,9311209000.0,3358749000.0,2013,MAC,,
912544,,,,,,26615822.0,,2013,NSTM,,
912562,-5633000.0,60295000.0,827567000.0,669470000.0,889571000.0,883674000.0,471749000.0,2013,ROCK,-0.07460669885048106,0.1789087378377094
912593,16666000.0,114683000.0,422713000.0,,1994904000.0,1754628000.0,368318000.0,2013,SUI,-0.055861983280786585,
912595,,,,,6841925000.0,2751068000.0,,2013,MAA-PI,,
912615,282360000.0,423155000.0,,1925266000.0,2221214000.0,1797211000.0,1694170000.0,2013,URBN,-0.07834082920703245,
912728,54467000.0,90839000.0,652481000.0,,506269000.0,399187000.0,435865000.0,2013,FWRD,-0.09111519162698184,
912767,43082000.0,53361000.0,2470448000.0,,916987000.0,860540000.0,640623000.0,2013,UFPI,-0.011944825342226973,
913142,103313000.0,164601000.0,,,2728687000.0,2584583000.0,836541000.0,2013,BDC,-0.02371291616481266,
913144,690624000.0,795721000.0,1380482000.0,,8179131000.0,7928628000.0,3904384000.0,2013,RNR-PG,-0.013255382898529228,
913241,132007000.0,155453000.0,1314223000.0,,880241000.0,804039000.0,678517000.0,2013,SHOO,-0.029160277051237565,
913277,-5870000.0,7471000.0,804000.0,,321423000.0,320786000.0,247250000.0,2013,CLAR,-0.04158847331242635,
913290,69499000.0,22857000.0,133900000.0,,1367605000.0,1688221000.0,-26952000.0,2013,FRO,0.027627899427859266,
913341,14444000.0,63638000.0,101880000.0,,1312536000.0,977018000.0,113180000.0,2013,CFFI,-0.0503511706027934,
913353,-18039000.0,116277000.0,1306538000.0,,833214000.0,1317910000.0,241921000.0,2013,CIGI,-0.101915912315712,
913760,19300000.0,44900000.0,42493400000.0,,2743900000.0,2939600000.0,,2013,SNEX,-0.008708667845965438,
914122,21027000.0,6400000.0,,,163269000.0,149488000.0,75839000.0,2013,PPIH,0.09784731884833565,
914139,-27872293.0,,,,26594540.0,18719854.0,24046292.0,2013,PRKR,,
914156,11276000.0,,,,104908000.0,98617000.0,85590000.0,2013,UFPT,,
914208,940300000.0,780200000.0,4644600000.0,,19270500000.0,17492400000.0,8392600000.0,2013,IVZ,0.00915254624865656,
914475,-46090000.0,-29607000.0,2919000.0,,154676000.0,195979000.0,120410000.0,2013,NBIX,-0.08410595012730956,
915389,1165000000.0,1297000000.0,9350000000.0,,11845000000.0,11710000000.0,3796000000.0,2013,EMN,-0.011272416737830913,
915779,22206000.0,36199000.0,551970000.0,410260000.0,341969000.0,306585000.0,203977000.0,2013,DAKT,-0.045641502356605836,0.4622209175269501
915840,-33868000.0,-174642000.0,,,1932833000.0,1921524000.0,235608000.0,2013,BZH,0.07326164023972638,
915913,413171000.0,432859000.0,,,3584797000.0,3437291000.0,1627361000.0,2013,ALB-PA,-0.0057277664300171265,
916076,121337000.0,308951000.0,,,3185005000.0,3160926000.0,1537877000.0,2013,MLM,-0.0593541259744771,
916365,328234000.0,333681000.0,,,1903391000.0,1706808000.0,1246894000.0,2013,TSCO,-0.0031913372798815097,
916540,108967000.0,210721000.0,,,3244133000.0,1552416000.0,2020952000.0,2013,DAR,-0.06554557541277596,
916789,,,,,1559020000.0,1534347000.0,1009822000.0,2013,HELE,,
916793,17077000.0,1918000.0,,,105257000.0,89033000.0,90691000.0,2013,SILC,0.17026271157885278,
916907,10067000.0,15254000.0,,,950211336.0,770201200.0,104995555.0,2013,SMBC,-0.006734603893112605,
917225,-2005000.0,-2237000.0,,,19500000.0,23483000.0,8068000.0,2013,XPL,0.009879487288676915,
917251,19674575.0,29589739.0,43517664.0,,462741543.0,370092832.0,289568216.0,2013,ADC-PA,-0.026791018746345242,
917273,-33748000.0,,,33215000.0,713379000.0,587812000.0,340229000.0,2013,RMBS,,
917520,-21067000.0,53268000.0,,,1192139000.0,1163599000.0,666090000.0,2013,IART,-0.0638836918904193,
917851,,,,,,131478000000.0,,2013,VALE,,
918251,107359000.0,13517000.0,,,297340000.0,442642000.0,105433000.0,2013,MPAA,0.21200428337121194,
918541,17178000.0,31751000.0,,,262402000.0,265343000.0,152760000.0,2013,NNBR,-0.05492136593013571,
918573,-785978.0,-381594.0,,,2591273.0,2556669.0,407805.0,2013,GRVE,-0.15816830414887495,
918646,124243000.0,,,,1487264000.0,1456820000.0,805428000.0,2013,EXP,,
918965,34662000.0,129444000.0,,2584090000.0,1238302000.0,1203523000.0,751446000.0,2013,SCSC,-0.07875379199234248,
919012,82983000.0,,,2191803000.0,1694164000.0,1756053000.0,1166178000.0,2013,AEO,,
919864,7118000.0,,,,693453000.0,691845000.0,66761000.0,2013,FNWD,,
920148,573800000.0,818700000.0,5808300000.0,3585100000.0,6965900000.0,6795000000.0,2491300000.0,2013,LH,-0.036041206769683594,0.32718175128771154
920371,50971000.0,,,,956525000.0,890322000.0,841279000.0,2013,SSD,,
920427,5115000.0,,,,921118000.0,819730000.0,57173000.0,2013,UNTY,,
920522,156283000.0,304982000.0,,,5186839000.0,4847223000.0,1884619000.0,2013,ESS,-0.030677152670714757,
920760,479674000.0,-807714000.0,5935095000.0,,11239885000.0,10362206000.0,4168901000.0,2013,LEN-B,0.1242387962563184,
921082,,256437000.0,,,3807101000.0,3350428000.0,1477300000.0,2013,HIW,,
921114,-64583000.0,,,,41213000.0,,-22625000.0,2013,ARMP,,
921299,-14943000.0,,102170000.0,,,,,2013,KYNB,,
921557,25423000.0,22257000.0,,,3371904000.0,3394399000.0,542793000.0,2013,RBCAA,0.0009327129780559092,
921582,44115000.0,55033000.0,287937000.0,123334000.0,481145000.0,421872000.0,319585000.0,2013,IMAX,-0.025879887738460956,0.39017284863655327
921738,-581252000.0,,2777886000.0,,4467587000.0,5644057000.0,-550852000.0,2013,PENN,,
921825,40307000.0,125751000.0,,,2597510000.0,2608842000.0,1126850000.0,2013,FR,-0.032751695963189796,
922224,1130000000.0,2856000000.0,7263000000.0,,46259000000.0,43634000000.0,12466000000.0,2013,PPLC,-0.039556309300087085,
922358,56426000.0,210120000.0,,,1620794000.0,1502999000.0,,2013,FGPR,-0.10225821840200826,
922621,162611000.0,,1297331000.0,,16676000000.0,15441000000.0,733981000.0,2013,ERIE,,
922864,207290000.0,325596000.0,974053000.0,,6079413000.0,6401380000.0,967457000.0,2013,AIV,-0.018481327463765625,
923120,-11048000.0,104592000.0,1756418000.0,1550045000.0,1282578000.0,1395733000.0,447599000.0,2013,GBX,-0.08285252265297159,0.14785994169371935
923601,1004316.0,,,,16915470.0,14958129.0,3276343.0,2013,RIME,,
923796,115135000.0,192189000.0,1522074000.0,,2889364000.0,2839194000.0,1023522000.0,2013,GEO,-0.02713939237685061,
924168,-2361000.0,-7215000.0,,,12808000.0,14353000.0,2924000.0,2013,EFOI,0.3381871385773009,
924383,1262812.0,1755699.0,17087930.0,8842631.0,27091457.0,24425296.0,25136253.0,2013,GNSS,-0.020179366505937123,0.3375721219509479
924515,-7215000.0,,820000.0,,3316000.0,3478000.0,-107000.0,2013,GTHP,,
924719,691502.0,819846.0,,,18656808.0,16817804.0,11418443.0,2013,SMID,-0.00763143630405016,
924805,-1571749.0,-1802986.0,0.0,,8676549.0,10916796.0,15719.0,2013,FRHC,0.021181764319860883,
924822,9230000.0,,,,226669000.0,202351000.0,161713000.0,2013,MLR,,
925528,-5842000.0,-6417000.0,58634000.0,,52368000.0,57232000.0,28086000.0,2013,HDSN,0.010046826949958065,
925741,19000.0,27000.0,,,13545000.0,13301000.0,13310000.0,2013,BCDA,-0.0006014585369521089,
926282,45794000.0,59764000.0,,,789898000.0,883656000.0,604606000.0,2013,ADTN,-0.0158093194636827,
926326,23979000.0,55263000.0,380585000.0,177186000.0,492501000.0,441819000.0,348997000.0,2013,OMCL,-0.0708072762828217,0.46036725446393206
926423,4768000.0,21215000.0,92108000.0,,205419000.0,190407000.0,170448000.0,2013,MIND,-0.08637812685457992,
926617,-8819000.0,,2566000.0,,30640000.0,8634000.0,26766000.0,2013,AWHL,,
927003,32086000.0,35316000.0,169362000.0,,652977000.0,537242000.0,464462000.0,2013,AEIS,-0.00601218817590583,
927066,633446000.0,1773341000.0,,,17098877000.0,16014633000.0,4432479000.0,2013,DVA,-0.07117834045900397,
927628,4121000000.0,9984000000.0,22384000000.0,,296933000000.0,312918000000.0,41632000000.0,2013,COF-PN,-0.018736538006762154,
927653,1263000000.0,3136000000.0,,129040000000.0,36479000000.0,33433000000.0,,2013,MCK,-0.056022492746687406,
928054,36178000.0,39237000.0,371065000.0,223538000.0,375581000.0,219867000.0,249752000.0,2013,FTK,-0.013912956469138161,0.67098291239704
928340,8594519.0,8743534.0,63822131.0,40316252.0,165364854.0,150449086.0,138899115.0,2013,CWCO,-0.000990467964690726,0.1562380977176558
928465,5858672.0,,,,116915737.0,115830622.0,53025325.0,2013,DIT,,
928658,5244000.0,40445000.0,684549000.0,,466422000.0,400232000.0,100360000.0,2013,CVLG,-0.08795148813688061,
928876,-107660000.0,,,476900000.0,705887000.0,814241000.0,141248000.0,2013,TSEM,,
929008,276430000.0,315141000.0,,,4648893000.0,4629629000.0,1764791000.0,2013,WCC,-0.00836157713717449,
929351,152037000.0,252512000.0,,,2910560000.0,2672726000.0,518506000.0,2013,STRZ,-0.03759270497611802,
930236,173246000.0,-221828000.0,,,4608528000.0,4444098000.0,,2013,RWTS,0.08889857964428327,
930245,867115.0,-96468.0,2091515.0,752257.0,668201.0,686616.0,-12024568.0,2013,AASP,1.4033797639437473,1.9505196499935917
930420,10787000.0,465000.0,,,347768000.0,325149000.0,157233000.0,2013,KFRC,0.03174544593401794,
930775,,,,,7428728.0,6187960.0,6072684.0,2013,ECIA,,
931015,377292000.0,492240000.0,,,1685488000.0,1488527000.0,535605000.0,2013,PII,-0.07722265031134806,
931148,-27259000.0,116837000.0,,,2217848000.0,2297915000.0,1320749000.0,2013,EAF,-0.06270728029539822,
932696,71021000.0,76066000.0,,,1867718000.0,2001503000.0,716918000.0,2013,NSIT,-0.002520605764767777,
932781,4137000.0,,,,633309000.0,602925000.0,52671000.0,2013,FCCO,,
932787,-500000000.0,366000000.0,,,9173000000.0,10434000000.0,5643000000.0,2013,STMEF,-0.0829978915085298,
933034,16424000.0,15665000.0,,,179872000.0,168915000.0,112705000.0,2013,STRT,0.004493384246514519,
933036,128757000.0,134342000.0,3094018000.0,940525000.0,3018175000.0,2859085000.0,1335869000.0,2013,UPBD,-0.001953422161285866,0.7532105551251537
933972,-1054959.0,-314257.0,,,466009.0,711750.0,-55671.0,2013,SCWO,-1.0406772040744643,
933974,-2215000.0,54389000.0,,290133000.0,729669000.0,724829000.0,631753000.0,2013,AZTA,-0.07809290191203719,
934549,-56434000.0,-3509000.0,,,593393000.0,668717000.0,555710000.0,2013,ACTG,-0.07914409234399604,
935036,63868000.0,138418000.0,,,1681851000.0,1250886000.0,543694000.0,2013,ACIW,-0.059597757109760605,
935419,9191000.0,18381000.0,112208000.0,,238884000.0,204207000.0,96764000.0,2013,RICK,-0.0450033544393679,
935703,596700000.0,794100000.0,,,2771900000.0,2752000000.0,,2013,DLTR,-0.0717296511627907,
936340,661000000.0,2154000000.0,9661000000.0,,25935000000.0,26339000000.0,7921000000.0,2013,DTB,-0.05668400470784768,
936395,-85431000.0,44678000.0,,,1800615000.0,1885172000.0,-86861000.0,2013,CIEN,-0.06901704459858304,
936468,2981000000.0,4546000000.0,,,36188000000.0,38657000000.0,4918000000.0,2013,LMT,-0.04048425899578343,
936528,151505000.0,181422000.0,,,14404373000.0,13106842000.0,1952984000.0,2013,WAFDP,-0.00228254830568645,
937098,13147000.0,,1644275000.0,,1434738000.0,,-393240000.0,2013,TNET,,
939767,-238192000.0,-198773000.0,31338000.0,,503287000.0,721097000.0,,2013,EXEL,-0.05466532241848184,
939930,-102876000.0,262472000.0,,,1979389000.0,2033641000.0,276133000.0,2013,PYYX,-0.17965216082877952,
940942,69110000.0,117417000.0,,,1047943000.0,919853000.0,561527000.0,2013,HUBG,-0.052515999839104724,
940944,286200000.0,,,,7157300000.0,6832700000.0,2059200000.0,2013,DRI,,
942126,-933000.0,412000.0,6268000.0,,19233000.0,20407000.0,16877000.0,2013,TAIT,-0.06590875679913755,
943034,-15901000.0,-5517000.0,19842000.0,6421000.0,24385000.0,38536000.0,18514000.0,2013,AATC,-0.2694623209466473,0.3482717458999377
943452,292235000.0,235653000.0,,,2821997000.0,2351542000.0,1585259000.0,2013,WAB,0.024061658265087334,
943535,-51817.0,-45330.0,,,0.0,0.0,-413112.0,2013,WHEN,,
943819,307133000.0,402823000.0,1514457000.0,,2345588000.0,2330375000.0,,2013,RSMDF,-0.0410620608271201,
944075,-620493.0,-93900.0,15661305.0,9357868.0,8102035.0,7921397.0,133376.0,2013,SCKT,-0.06647728929631982,0.795748148969178
944148,85863000.0,-1518000.0,677171000.0,593339000.0,897458000.0,970191000.0,374446000.0,2013,CBZ,0.09006577055445783,0.08640772796284443
944695,251000000.0,383900000.0,4793700000.0,,13378700000.0,13484900000.0,2594500000.0,2013,THG,-0.009855467967875179,
944745,6179000.0,12811000.0,,,1167546000.0,1136971000.0,128376000.0,2013,CIVB,-0.00583304235552182,
944809,-114407000.0,-55653000.0,,,1391516000.0,289830000.0,876410000.0,2013,OPK,-0.202718835179243,
945114,-43800000.0,46800000.0,,,942200000.0,962300000.0,406200000.0,2013,GIC,-0.09414943364855034,
945394,133178000.0,,1563855000.0,,5967544000.0,5635461000.0,3086855000.0,2013,SVC,,
945841,97330000.0,105088000.0,,1488423000.0,823761000.0,780576000.0,286182000.0,2013,POOL,-0.00993881441397122,
945983,,,300390000.0,276035000.0,94760000.0,91445000.0,34721000.0,2013,CLMB,,0.2663349554376948
946486,-45215000.0,-40454000.0,,,89317000.0,29943000.0,58501000.0,2013,WINT,-0.15900210399759543,
946563,-6213852.0,,,,49097444.0,47632158.0,28653209.0,2013,RVP,,
946581,361605000.0,700262000.0,,,1985351000.0,1189781000.0,821999000.0,2013,TTWO,-0.2846380972632779,
946644,-16225000.0,-16830000.0,150000.0,1234000.0,31867000.0,57699000.0,29298000.0,2013,AIM,0.010485450354425553,-0.01878715402346661
946673,46214000.0,95366000.0,,,4388898000.0,4265564000.0,538331000.0,2013,BANR,-0.011522977969619024,
946936,-7490000.0,,,,,,,2013,DSWL,,
947484,709731000.0,850868000.0,3526157000.0,,19557054000.0,17816762000.0,5647496000.0,2013,ACGLO,-0.007921585302649269,
948320,-268262.0,-259074.0,808363.0,181304.0,551449.0,369695.0,195487.0,2013,LFMDP,-0.024852919298340524,1.696152233597966
948708,-27953000.0,-16574000.0,,,31538000.0,54395000.0,18171000.0,2013,SMSI,-0.20919202132548947,
949157,-40313000.0,19718000.0,,,1810196000.0,1776326000.0,993753000.0,2013,CENX,-0.033795035370759646,
949858,-31849000.0,-35927000.0,,,55689000.0,82016000.0,37211000.0,2013,ACHV,0.04972200546234881,
949870,70392000.0,99982000.0,739053000.0,,444075000.0,359484000.0,302085000.0,2013,SAM,-0.08231242558778694,
949961,5518000.0,1159000.0,,,93813000.0,109506.0,81240000.0,2013,IOR,39.80603802531368,
1000045,16703000.0,,82628943.0,8601.0,276086152.0,263465083.0,138814925.0,2013,OMCC,,0.31359123971657377
